,0_time
0,0.0009466782212257385
1,0.0010375753045082092
2,0.0007913336157798767
3,0.0007894560694694519
4,0.0007769837975502014
5,0.0007965266704559326
6,0.0007838085293769836
7,0.0007814541459083557
8,0.0007804334163665771
9,0.0007802620530128479
10,0.0007802769541740417
11,0.0007814839482307434
12,0.0007826387882232666
13,0.000782497227191925
14,0.0007851123809814453
15,0.0007836967706680298
16,0.0007794275879859924
17,0.0007864534854888916
18,0.0007802098989486694
19,0.0007902160286903381
20,0.0007825344800949097
21,0.000785335898399353
22,0.00078631192445755
23,0.0007851645350456238
24,0.0007857829332351685
25,0.0007880255579948425
26,0.0007861480116844177
27,0.0007846802473068237
28,0.0007820352911949158
29,0.0007813423871994019
30,0.0007835924625396729
31,0.000908292829990387
