,0_time
0,0.00024902820587158203
1,9.530782699584961e-05
2,9.101629257202148e-05
3,9.381771087646484e-05
4,9.149312973022461e-05
5,9.459257125854492e-05
6,9.375810623168945e-05
7,9.584426879882812e-05
8,9.149312973022461e-05
9,8.988380432128906e-05
10,8.910894393920898e-05
11,8.994340896606445e-05
12,8.887052536010742e-05
13,9.119510650634766e-05
14,8.940696716308594e-05
15,9.077787399291992e-05
16,9.042024612426758e-05
17,9.590387344360352e-05
18,8.89897346496582e-05
19,9.036064147949219e-05
20,8.910894393920898e-05
21,9.21487808227539e-05
22,9.03010368347168e-05
23,9.042024612426758e-05
24,0.00010293722152709961
25,9.256601333618164e-05
26,8.988380432128906e-05
27,9.995698928833008e-05
28,8.982419967651367e-05
29,9.042024612426758e-05
30,0.0001024007797241211
31,9.149312973022461e-05
32,0.00016313791275024414
33,0.00014352798461914062
34,9.232759475708008e-05
35,9.274482727050781e-05
36,9.608268737792969e-05
37,9.053945541381836e-05
38,9.101629257202148e-05
39,9.149312973022461e-05
40,9.232759475708008e-05
41,9.495019912719727e-05
42,9.375810623168945e-05
43,9.357929229736328e-05
44,9.143352508544922e-05
45,9.119510650634766e-05
46,9.018182754516602e-05
47,0.0001004338264465332
48,9.059906005859375e-05
49,9.196996688842773e-05
50,9.107589721679688e-05
51,9.149312973022461e-05
52,9.113550186157227e-05
53,9.09566879272461e-05
54,9.02414321899414e-05
55,9.733438491821289e-05
56,9.310245513916016e-05
57,9.167194366455078e-05
58,9.077787399291992e-05
59,9.256601333618164e-05
60,9.149312973022461e-05
61,9.316205978393555e-05
62,0.0001004934310913086
63,9.22083854675293e-05
64,8.970499038696289e-05
65,8.982419967651367e-05
66,9.1552734375e-05
67,9.03010368347168e-05
68,9.119510650634766e-05
69,9.202957153320312e-05
70,8.970499038696289e-05
71,9.042024612426758e-05
72,8.958578109741211e-05
73,9.053945541381836e-05
74,8.89897346496582e-05
75,8.982419967651367e-05
76,8.934736251831055e-05
77,9.566545486450195e-05
78,9.012222290039062e-05
79,8.988380432128906e-05
80,8.952617645263672e-05
81,8.952617645263672e-05
82,8.958578109741211e-05
83,8.952617645263672e-05
84,8.893013000488281e-05
85,9.036064147949219e-05
86,8.982419967651367e-05
87,9.083747863769531e-05
88,8.934736251831055e-05
89,9.036064147949219e-05
90,8.881092071533203e-05
91,9.113550186157227e-05
92,9.196996688842773e-05
93,9.369850158691406e-05
94,9.083747863769531e-05
95,9.953975677490234e-05
96,9.101629257202148e-05
97,9.292364120483398e-05
98,9.799003601074219e-05
99,9.232759475708008e-05
100,9.179115295410156e-05
101,0.0001004934310913086
102,8.946657180786133e-05
103,9.012222290039062e-05
104,9.500980377197266e-05
105,9.292364120483398e-05
106,0.00010478496551513672
107,9.85264778137207e-05
108,8.90493392944336e-05
109,9.036064147949219e-05
110,9.399652481079102e-05
111,8.976459503173828e-05
112,8.893013000488281e-05
113,9.864568710327148e-05
114,8.934736251831055e-05
115,9.09566879272461e-05
116,9.006261825561523e-05
117,9.053945541381836e-05
118,8.958578109741211e-05
119,8.982419967651367e-05
120,8.970499038696289e-05
121,8.96453857421875e-05
122,8.952617645263672e-05
123,9.560585021972656e-05
124,9.173154830932617e-05
125,9.268522262573242e-05
126,9.250640869140625e-05
127,9.238719940185547e-05
128,9.196996688842773e-05
129,9.196996688842773e-05
130,8.976459503173828e-05
131,9.09566879272461e-05
132,8.910894393920898e-05
133,9.09566879272461e-05
134,9.047985076904297e-05
135,8.976459503173828e-05
136,8.893013000488281e-05
137,9.02414321899414e-05
138,8.869171142578125e-05
139,8.922815322875977e-05
140,8.893013000488281e-05
141,9.167194366455078e-05
142,8.982419967651367e-05
143,9.101629257202148e-05
144,8.976459503173828e-05
145,8.982419967651367e-05
146,9.012222290039062e-05
147,9.167194366455078e-05
148,8.928775787353516e-05
149,8.988380432128906e-05
150,9.012222290039062e-05
151,9.000301361083984e-05
152,9.036064147949219e-05
153,9.065866470336914e-05
154,8.90493392944336e-05
155,8.940696716308594e-05
156,9.047985076904297e-05
157,9.113550186157227e-05
158,8.922815322875977e-05
159,9.09566879272461e-05
160,8.910894393920898e-05
161,9.012222290039062e-05
162,8.940696716308594e-05
163,8.96453857421875e-05
164,8.89897346496582e-05
165,9.03010368347168e-05
166,8.90493392944336e-05
167,9.000301361083984e-05
168,8.893013000488281e-05
169,9.101629257202148e-05
170,9.000301361083984e-05
171,9.131431579589844e-05
172,8.976459503173828e-05
173,9.03010368347168e-05
174,9.03010368347168e-05
175,9.083747863769531e-05
176,8.952617645263672e-05
177,9.08970832824707e-05
178,9.459257125854492e-05
179,9.000301361083984e-05
180,9.053945541381836e-05
181,9.864568710327148e-05
182,8.952617645263672e-05
183,8.970499038696289e-05
184,9.429454803466797e-05
185,8.96453857421875e-05
186,9.226799011230469e-05
187,9.85264778137207e-05
188,8.851289749145508e-05
189,9.006261825561523e-05
190,9.47713851928711e-05
191,9.006261825561523e-05
192,8.89897346496582e-05
193,9.894371032714844e-05
194,8.90493392944336e-05
195,9.053945541381836e-05
196,9.626150131225586e-05
197,9.047985076904297e-05
198,8.922815322875977e-05
199,9.047985076904297e-05
200,9.518861770629883e-05
201,9.191036224365234e-05
202,9.196996688842773e-05
203,9.292364120483398e-05
204,9.268522262573242e-05
205,9.22083854675293e-05
206,0.0001024007797241211
207,0.00010222196578979492
208,9.828805923461914e-05
209,9.5367431640625e-05
210,9.328126907348633e-05
211,9.429454803466797e-05
212,9.328126907348633e-05
213,9.483098983764648e-05
214,9.518861770629883e-05
215,0.00016075372695922852
216,0.00015610456466674805
217,9.328126907348633e-05
218,9.316205978393555e-05
219,9.268522262573242e-05
220,9.256601333618164e-05
221,9.256601333618164e-05
222,9.334087371826172e-05
223,9.244680404663086e-05
224,8.934736251831055e-05
225,9.107589721679688e-05
226,0.00013810396194458008
227,9.292364120483398e-05
228,9.226799011230469e-05
229,9.28640365600586e-05
230,0.00010967254638671875
231,9.435415267944336e-05
232,9.226799011230469e-05
233,9.065866470336914e-05
234,9.644031524658203e-05
235,9.006261825561523e-05
236,9.018182754516602e-05
237,9.906291961669922e-05
238,9.042024612426758e-05
239,9.018182754516602e-05
240,9.66191291809082e-05
241,9.232759475708008e-05
242,8.994340896606445e-05
243,9.900331497192383e-05
244,9.006261825561523e-05
245,9.036064147949219e-05
246,9.959936141967773e-05
247,8.970499038696289e-05
248,8.916854858398438e-05
249,9.888410568237305e-05
