,93_time,93_conf,93_files
0,6.227528095245361,"[[0.32064718 0.33366784 0.345685  ]
 [0.3015636  0.3334544  0.36498207]
 [0.30600497 0.21610615 0.47788888]
 [0.27125555 0.38723728 0.34150717]]","('/home/ubuntu/Optimization/TVM/../Dataset/validation/Cheetah/cheetah_070_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_333_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_473_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_054_val_resized.jpg')"
1,4.442135810852051,"[[0.43904287 0.22847363 0.33248353]
 [0.33337337 0.22769006 0.43893653]
 [0.29434904 0.32295522 0.38269573]
 [0.24485661 0.33015913 0.42498425]]","('/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_256_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_899_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_088_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_853_resized.jpg')"
2,4.437528133392334,"[[0.43740982 0.2598524  0.30273786]
 [0.34364337 0.24433279 0.41202375]
 [0.27895775 0.3517025  0.36933982]
 [0.3700474  0.272406   0.35754657]]","('/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_006_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_874_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_042_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_039_val_resized.jpg')"
3,4.433591842651367,"[[0.29717782 0.3587978  0.3440244 ]
 [0.32434946 0.2635835  0.41206703]
 [0.3201923  0.35431767 0.32549003]
 [0.35782924 0.20365722 0.43851352]]","('/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_097_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_032_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_078_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_079_val_resized.jpg')"
4,4.435272216796875,"[[0.28939304 0.34136674 0.36924028]
 [0.27287912 0.26705202 0.46006888]
 [0.33589217 0.18952465 0.47458312]
 [0.28965065 0.33872357 0.37162587]]","('/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_016_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Cheetah/cheetah_016_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_272_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Cheetah/cheetah_055_val_resized.jpg')"
5,4.0521039962768555,"[[0.37831837 0.2233218  0.39835975]
 [0.25956854 0.15788694 0.58254457]
 [0.30956987 0.20467204 0.48575807]
 [0.3738488  0.22408603 0.4020652 ]]","('/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_835_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_001_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_302_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_179_resized.jpg')"
6,4.043767929077148,"[[0.3424457  0.20387903 0.45367524]
 [0.36920968 0.3024776  0.32831275]
 [0.4364614  0.2378092  0.3257294 ]
 [0.41070366 0.28221864 0.30707768]]","('/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_013_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Cheetah/cheetah_025_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_521_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_631_resized.jpg')"
7,4.048431873321533,"[[0.32885516 0.19416521 0.47697964]
 [0.29224983 0.31048802 0.39726225]
 [0.3740817  0.1825459  0.44337243]
 [0.3718663  0.22220723 0.40592638]]","('/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_690_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Cheetah/cheetah_325_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_456_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_506_resized.jpg')"
8,4.0474162101745605,"[[0.2549899  0.41718122 0.3278289 ]
 [0.40873635 0.25747615 0.3337876 ]
 [0.36275914 0.20859815 0.4286427 ]
 [0.33073205 0.33036187 0.33890614]]","('/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_050_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_429_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_455_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Cheetah/cheetah_146_resized.jpg')"
9,4.043447971343994,"[[0.3790277  0.27185103 0.3491212 ]
 [0.30962586 0.24928819 0.44108596]
 [0.3315661  0.32179955 0.34663442]
 [0.34892592 0.23719724 0.4138768 ]]","('/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_000_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_220_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_030_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_233_resized.jpg')"
10,4.047895908355713,"[[0.2528792  0.2191914  0.5279293 ]
 [0.2702269  0.35529846 0.3744747 ]
 [0.3600271  0.3630119  0.27696094]
 [0.33194914 0.36269432 0.30535647]]","('/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_065_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_718_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Cheetah/cheetah_085_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Cheetah/cheetah_067_val_resized.jpg')"
11,4.049039840698242,"[[0.22074075 0.34001756 0.43924174]
 [0.23187785 0.32981235 0.43830976]
 [0.27895775 0.3517025  0.36933982]
 [0.35935372 0.21629621 0.42435002]]","('/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_052_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_083_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_024_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_046_val_resized.jpg')"
12,4.045080184936523,"[[0.35578007 0.17366162 0.47055823]
 [0.35916266 0.3226157  0.31822157]
 [0.35998663 0.2299234  0.41009   ]
 [0.28697145 0.31768408 0.39534444]]","('/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_082_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_085_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_069_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Cheetah/cheetah_071_val_resized.jpg')"
