,0_time
0,8.453428745269775e-05
1,2.6047229766845703e-05
2,2.3365020751953125e-05
3,2.3186206817626953e-05
4,2.327561378479004e-05
5,2.300739288330078e-05
6,2.3633241653442383e-05
7,2.3752450942993164e-05
8,2.326071262359619e-05
9,2.251565456390381e-05
10,2.276897430419922e-05
11,2.2366642951965332e-05
12,2.2724270820617676e-05
13,2.25752592086792e-05
14,2.2858381271362305e-05
15,2.2783875465393066e-05
16,2.3186206817626953e-05
17,2.22623348236084e-05
18,2.2545456886291504e-05
19,2.2530555725097656e-05
20,2.2932887077331543e-05
21,2.2351741790771484e-05
22,2.2917985916137695e-05
23,2.244114875793457e-05
24,2.314150333404541e-05
25,2.4080276489257812e-05
26,2.4646520614624023e-05
27,2.3946166038513184e-05
28,2.2724270820617676e-05
29,2.2351741790771484e-05
30,2.3245811462402344e-05
31,2.2530555725097656e-05
32,2.3037195205688477e-05
33,2.2813677787780762e-05
34,2.3186206817626953e-05
35,2.2813677787780762e-05
36,2.2903084754943848e-05
37,2.2411346435546875e-05
38,2.4080276489257812e-05
39,2.2545456886291504e-05
40,2.2783875465393066e-05
41,2.2649765014648438e-05
42,2.3052096366882324e-05
43,2.2843480110168457e-05
44,2.326071262359619e-05
45,2.3052096366882324e-05
46,2.2709369659423828e-05
47,2.2202730178833008e-05
48,2.2545456886291504e-05
49,2.2158026695251465e-05
50,2.2530555725097656e-05
51,2.2366642951965332e-05
52,2.288818359375e-05
53,2.2366642951965332e-05
54,2.415478229522705e-05
55,2.3931264877319336e-05
56,2.3990869522094727e-05
57,2.212822437286377e-05
58,2.300739288330078e-05
59,2.2366642951965332e-05
60,2.2426247596740723e-05
61,2.2903084754943848e-05
