,0_time
0,2.0757317543029785e-05
1,9.39890742301941e-06
2,6.970018148422241e-06
3,5.982816219329834e-06
4,6.098300218582153e-06
5,5.837529897689819e-06
6,6.2212347984313965e-06
7,5.863606929779053e-06
8,5.9604644775390625e-06
9,5.7891011238098145e-06
10,5.863606929779053e-06
11,6.42240047454834e-06
12,5.938112735748291e-06
13,5.882233381271362e-06
14,5.97536563873291e-06
15,6.0051679611206055e-06
16,5.938112735748291e-06
17,6.146728992462158e-06
18,6.113201379776001e-06
19,5.934387445449829e-06
20,5.904585123062134e-06
21,5.792826414108276e-06
22,5.844980478286743e-06
23,8.080154657363892e-06
24,7.878988981246948e-06
25,9.495764970779419e-06
26,7.256865501403809e-06
27,6.165355443954468e-06
28,6.031244993209839e-06
29,5.885958671569824e-06
30,6.0908496379852295e-06
