,23_time,23_conf,23_files
0,1.7403520345687866,"[[0.3844109  0.2953771  0.320212  ]
 [0.34169888 0.35975322 0.2985479 ]
 [0.27839428 0.4191729  0.30243263]
 [0.4119919  0.2783988  0.30960935]
 [0.4112416  0.3168794  0.27187908]
 [0.33500835 0.3804448  0.28454685]
 [0.37089384 0.26139477 0.36771137]
 [0.32344478 0.33348396 0.3430713 ]
 [0.37510696 0.31512448 0.30976844]
 [0.31697214 0.43457654 0.2484514 ]
 [0.3891044  0.29990566 0.31098986]
 [0.326444   0.316916   0.35663998]
 [0.33376062 0.33005053 0.33618888]
 [0.39200318 0.28326416 0.32473272]
 [0.3545268  0.3571233  0.28834984]
 [0.3193021  0.31387356 0.36682433]]","('/home/ubuntu/Optimization/TVM/../Dataset/validation/Cheetah/cheetah_070_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_333_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_473_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_054_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_256_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_899_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_088_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_853_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_006_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_874_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_042_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_039_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_097_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_032_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_078_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_079_val_resized.jpg')"
1,1.5556479692459106,"[[0.38273516 0.31695852 0.30030647]
 [0.36125392 0.33967918 0.29906693]
 [0.32075202 0.39917633 0.2800716 ]
 [0.34761956 0.32823268 0.32414773]
 [0.34970725 0.33321127 0.3170816 ]
 [0.34645504 0.33383557 0.31970945]
 [0.32519406 0.29236203 0.3824438 ]
 [0.3131532  0.36760664 0.31924006]
 [0.35634968 0.27427858 0.36937174]
 [0.3776715  0.3809642  0.24136426]
 [0.4125345  0.23470458 0.35276094]
 [0.3676051  0.2621989  0.37019604]
 [0.29684025 0.40278998 0.30036974]
 [0.36871794 0.31774774 0.31353438]
 [0.3103309  0.25973192 0.4299371 ]
 [0.2967018  0.3133701  0.38992804]]","('/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_016_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Cheetah/cheetah_016_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_272_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Cheetah/cheetah_055_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_835_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_001_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_302_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_179_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_013_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Cheetah/cheetah_025_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_521_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_631_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_690_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Cheetah/cheetah_325_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_456_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_506_resized.jpg')"
2,1.526911973953247,"[[0.33061352 0.3811429  0.28824347]
 [0.38543993 0.26511118 0.34944892]
 [0.4207325  0.28974637 0.28952104]
 [0.37313604 0.3638847  0.2629793 ]
 [0.403818   0.2548927  0.3412893 ]
 [0.41035876 0.29690686 0.29273435]
 [0.399396   0.32265732 0.27794662]
 [0.32656434 0.30308124 0.37035453]
 [0.3170076  0.33083373 0.3521587 ]
 [0.33330432 0.38640028 0.28029543]
 [0.44716588 0.32562688 0.22720736]
 [0.3574849  0.36566335 0.27685168]
 [0.3013371  0.43145704 0.26720586]
 [0.38074848 0.40055087 0.21870062]
 [0.3891044  0.29990566 0.31098986]
 [0.36377245 0.31437072 0.32185698]]","('/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_050_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_429_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_455_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Cheetah/cheetah_146_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_000_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_220_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_030_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_233_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_065_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_718_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Cheetah/cheetah_085_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Cheetah/cheetah_067_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_052_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_083_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_024_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_046_val_resized.jpg')"
3,1.043455958366394,"[[0.30228186 0.38409397 0.3136242 ]
 [0.39122102 0.23657857 0.3722004 ]
 [0.3204748  0.40907857 0.2704466 ]
 [0.3286372  0.34457737 0.32678536]
 [0.3272839  0.4071866  0.26552954]
 [0.3428385  0.37237743 0.28478405]
 [0.35679248 0.32825166 0.31495592]
 [0.382315   0.26953715 0.34814787]
 [0.34342697 0.4181147  0.23845841]
 [0.31725267 0.36309946 0.3196479 ]
 [0.33119258 0.39172265 0.2770847 ]
 [0.2687821  0.4085325  0.3226854 ]
 [0.3337304  0.34837386 0.31789574]
 [0.33879504 0.29165342 0.3695515 ]
 [0.36173376 0.29659683 0.3416694 ]
 [0.36774734 0.39603966 0.23621291]]","('/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_082_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_085_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_069_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Cheetah/cheetah_071_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_442_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_003_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_016_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_094_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Cheetah/cheetah_114_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_040_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Cheetah/cheetah_010_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_072_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_034_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_077_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_011_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Cheetah/cheetah_028_val_resized.jpg')"
4,1.0551040172576904,"[[0.3936961  0.3528747  0.2534293 ]
 [0.26761594 0.41779158 0.31459254]
 [0.35924503 0.35387152 0.28688344]
 [0.3434919  0.40131646 0.25519174]
 [0.32388136 0.3935564  0.2825622 ]
 [0.33677554 0.2644355  0.39878893]
 [0.33196828 0.35770229 0.31032947]
 [0.33797088 0.3626209  0.2994083 ]
 [0.25611028 0.44173527 0.30215454]
 [0.31213516 0.31897983 0.36888504]
 [0.32444865 0.3809891  0.2945622 ]
 [0.36013398 0.37139034 0.26847568]
 [0.36274755 0.3832151  0.25403732]
 [0.3241742  0.32620814 0.34961763]
 [0.39252463 0.26292056 0.3445548 ]
 [0.30483454 0.33400357 0.36116195]]","('/home/ubuntu/Optimization/TVM/../Dataset/validation/Cheetah/cheetah_041_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_861_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Cheetah/cheetah_017_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_447_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_747_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_691_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_049_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_845_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_001_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_056_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_012_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_145_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Cheetah/cheetah_755_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_058_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_478_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_023_val_resized.jpg')"
5,1.0407040119171143,"[[0.36959052 0.3710094  0.25940013]
 [0.3916712  0.3646608  0.24366803]
 [0.35118833 0.32426736 0.32454428]
 [0.29018012 0.42221454 0.2876054 ]
 [0.39182353 0.34389758 0.2642789 ]
 [0.37882662 0.35780498 0.26336837]
 [0.30570817 0.35821673 0.3360751 ]
 [0.31380022 0.39086878 0.29533097]
 [0.38099226 0.3051814  0.31382638]
 [0.30496165 0.30599222 0.38904607]
 [0.32589138 0.37487343 0.29923528]
 [0.35782248 0.39036763 0.25180987]
 [0.29520056 0.33934882 0.36545056]
 [0.2865435  0.381073   0.33238348]
 [0.32703486 0.27412444 0.3988407 ]
 [0.33177084 0.35793436 0.31029484]]","('/home/ubuntu/Optimization/TVM/../Dataset/validation/Cheetah/cheetah_090_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Cheetah/cheetah_548_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_061_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_043_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_758_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Cheetah/cheetah_674_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_138_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_658_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_000_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_093_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_027_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Cheetah/cheetah_035_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_070_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Cheetah/cheetah_583_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_062_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_077_val_resized.jpg')"
6,1.0479999780654907,"[[0.36048636 0.25061285 0.38890076]
 [0.41542488 0.3160687  0.26850638]
 [0.46498045 0.31905404 0.21596548]
 [0.29404423 0.3689884  0.33696735]
 [0.25639328 0.40322867 0.3403782 ]
 [0.42673963 0.28832603 0.28493434]
 [0.30960685 0.41048816 0.27990493]
 [0.333452   0.3713519  0.29519615]
 [0.34287804 0.33495572 0.3221662 ]
 [0.3369535  0.339522   0.32352448]
 [0.39657286 0.29489157 0.30853555]
 [0.38101044 0.3580213  0.26096818]
 [0.33687696 0.26685274 0.3962703 ]
 [0.40967414 0.32857242 0.2617535 ]
 [0.3523127  0.3527431  0.2949442 ]
 [0.40967947 0.31595233 0.2743681 ]]","('/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_081_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Cheetah/cheetah_095_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Cheetah/cheetah_062_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_066_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_013_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_034_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_054_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_094_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_004_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_017_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_144_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_057_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_364_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Cheetah/cheetah_662_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Cheetah/cheetah_087_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_321_resized.jpg')"
7,1.0473599433898926,"[[0.3350085  0.37733787 0.28765363]
 [0.36624297 0.37001202 0.26374504]
 [0.45377976 0.2908499  0.25537032]
 [0.51178133 0.27535087 0.21286778]
 [0.32705754 0.34750172 0.32544076]
 [0.3309792  0.3800457  0.28897494]
 [0.25102973 0.4614695  0.28750074]
 [0.35161173 0.28942627 0.35896197]
 [0.3414557  0.3080388  0.35050556]
 [0.34624594 0.36816406 0.28559008]
 [0.36547613 0.3490595  0.28546447]
 [0.35731873 0.3116631  0.33101824]
 [0.50289565 0.25226325 0.244841  ]
 [0.30623323 0.33771932 0.35604745]
 [0.3774238  0.26943076 0.35314545]
 [0.3230273  0.30424276 0.3727299 ]]","('/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_080_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_050_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_080_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_075_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_045_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Cheetah/cheetah_020_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_186_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_002_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_015_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_062_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Cheetah/cheetah_278_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Cheetah/cheetah_702_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_778_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_079_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_089_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_068_val_resized.jpg')"
8,1.0181759595870972,"[[0.36377275 0.3188433  0.3173839 ]
 [0.299923   0.31655413 0.38352287]
 [0.3490208  0.28206235 0.36891675]
 [0.3604609  0.28976816 0.34977072]
 [0.29374844 0.39064455 0.31560695]
 [0.30311218 0.36496586 0.33192194]
 [0.3455116  0.3315959  0.32289255]
 [0.38000226 0.36840397 0.2515937 ]
 [0.34917557 0.35160947 0.29921505]
 [0.34117994 0.2879033  0.3709169 ]
 [0.33194903 0.40014407 0.26790693]
 [0.3251759  0.429038   0.24578609]
 [0.38100535 0.28732574 0.3316689 ]
 [0.32484293 0.37915954 0.2959976 ]
 [0.34492418 0.40557498 0.2495008 ]
 [0.31088874 0.34067875 0.34843254]]","('/home/ubuntu/Optimization/TVM/../Dataset/validation/Cheetah/cheetah_664_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_073_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_008_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_084_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_025_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_078_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_055_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Cheetah/cheetah_033_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_386_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_069_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_027_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Cheetah/cheetah_221_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_021_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_079_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_334_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_010_val_resized.jpg')"
9,1.0105600357055664,"[[0.45902678 0.21461056 0.3263626 ]
 [0.34602147 0.36368787 0.2902906 ]
 [0.31243175 0.25005126 0.43751693]
 [0.30862474 0.43227875 0.25909653]
 [0.354416   0.3118553  0.3337287 ]
 [0.36574867 0.3397739  0.29447746]
 [0.3116709  0.2754044  0.4129247 ]
 [0.363715   0.38867882 0.24760617]
 [0.35085717 0.34466574 0.3044771 ]
 [0.29113784 0.42704195 0.28182033]
 [0.30312812 0.3626761  0.33419576]
 [0.3214083  0.29000852 0.38858312]
 [0.35609752 0.38381648 0.26008597]
 [0.3361826  0.37519136 0.28862602]
 [0.38000226 0.36840397 0.2515937 ]
 [0.38100535 0.28732574 0.3316689 ]]","('/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_005_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_093_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_322_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Cheetah/cheetah_030_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_211_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Cheetah/cheetah_086_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_059_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Cheetah/cheetah_124_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_086_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_086_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_046_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_258_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Cheetah/cheetah_079_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Tiger/tiger_095_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Cheetah/cheetah_032_val_resized.jpg', '/home/ubuntu/Optimization/TVM/../Dataset/validation/Hyena/hyena_020_val_resized.jpg')"
