,Itr0_time,Itr0_acc,Itr0_conf,Itr0_aclabel
0,0.019813861697912216,0.421875,"[0.48029786 0.91844034 0.46322525 0.8673458  0.32565573 0.38466913
 0.79831356 0.7417917  0.5872738  0.82199395 0.92251915 0.48066512
 0.4188778  0.5136119  0.9651236  0.49219832 0.5152774  0.8585093
 0.7936534  0.6982347  0.43713152 0.6285097  0.8739402  0.42730215
 0.6060008  0.27356848 0.70304346 0.31209704 0.47148943 0.41526768
 0.500568   0.41970137 0.99306506 0.96166086 0.87571704 0.95041066
 0.600962   0.921898   0.9080801  0.71843874 0.9114265  0.51117843
 0.36048    0.5894584  0.9000444  0.9473164  0.531574   0.6397687
 0.9839679  0.3536697  0.29396284 0.60944825 0.6534165  0.53747135
 0.77312547 0.42414957 0.9973368  0.4425212  0.8885873  0.24660598
 0.56356907 0.36988422 0.4092515  0.29991314 0.3733103  0.5003667
 0.36386406 0.39118853 0.53490984 0.45418063 0.98371464 0.6355408
 0.9999274  0.79993117 0.87073797 0.32911494 0.75007045 0.7669137
 0.33080074 0.95611054 0.42739242 0.48587498 0.6891736  0.54731274
 0.99830496 0.9953969  0.98867327 0.8435455  0.7803418  0.56313944
 0.99968636 0.6025139  0.9428729  0.3308216  0.27204463 0.2983363
 0.9944582  0.8619905  0.6243007  0.9928925  0.33534145 0.9563921
 0.8756621  0.5300392  0.24904373 0.9240062  0.7233594  0.7247112
 0.3053013  0.61445004 0.6082875  0.991744   0.53452426 0.7944134
 0.60077107 0.996572   0.550317   0.9562348  0.557713   0.60971195
 0.99995124 0.59614    0.43674162 0.83196086 0.9050848  0.7362603
 0.8962251  0.77934533]","[5 4 6 1 6 4 0 2 2 6 0 5 9 1 7 6 7 0 3 9 6 8 3 0 3 4 7 7 1 4 7 2 7 1 4 7 4
 4 8 4 7 7 5 3 7 2 0 8 9 5 8 3 6 2 0 8 7 3 7 6 5 3 1 3 2 2 5 4 1 2 9 2 7 0
 7 2 1 3 2 0 2 4 7 9 8 9 0 7 7 0 7 8 4 6 3 3 0 1 3 7 0 1 3 1 4 2 3 8 4 2 3
 7 8 4 3 0 9 0 0 1 0 4 4 6 7 6 1 1]"
1,1.8613412976264954e-05,0.375,"[0.78278583 0.8094318  0.9954763  0.35017392 0.80600333 0.48052552
 0.5864284  0.4167216  0.8916456  0.43487543 0.35252956 0.5013582
 0.78070104 0.32187906 0.5172983  0.8507575  0.5651336  0.50074774
 0.9088355  0.35854772 0.3327562  0.9372367  0.99611354 0.4525327
 0.64457124 0.84677356 0.8535947  0.4809697  0.4447396  0.9992956
 0.3317465  0.47609067 0.2610396  0.3289733  0.9717637  0.48220944
 0.992875   0.5076407  0.46815535 0.45052913 0.9943381  0.8282737
 0.9120514  0.6867825  0.98728985 0.5126694  0.3255085  0.78096324
 0.45116946 0.51560926 0.39627516 0.90444756 0.53042036 0.31144425
 0.7353476  0.35249215 0.43430692 0.29877672 0.39267564 0.93102056
 0.46045718 0.99998415 0.99928963 0.97016925 0.9823412  0.8104324
 0.9860784  0.6025057  0.47270447 0.9057049  0.91588086 0.22817084
 0.4403821  0.99583447 0.4271234  0.62965655 0.6209499  0.4576081
 0.61784923 0.52615047 0.81710243 0.6468539  0.5471425  0.55960816
 0.7708604  0.599476   0.7950784  0.5255881  0.5844917  0.40198684
 0.44784796 0.5304048  0.74880075 0.51546234 0.37994295 0.9771492
 0.43139735 0.4087897  0.70390534 0.84005535 0.40524593 0.71833336
 0.7061785  0.5137847  0.38006824 0.79259807 0.98325133 0.57981396
 0.42008695 0.7674315  0.6047222  0.6987649  0.75426614 0.7147878
 0.29783848 0.7705618  0.95662975 0.7846666  0.7251737  0.6942244
 0.48777646 0.32823646 0.8595976  0.35562128 0.5976897  0.26731035
 0.47228616 0.69146615]","[1 7 7 2 3 3 5 1 7 6 8 4 4 5 7 3 4 7 7 3 6 0 7 2 6 7 4 1 8 0 2 2 1 5 4 0 9
 3 4 4 2 3 8 5 0 0 4 6 3 9 2 0 5 7 5 5 1 7 3 1 6 7 9 0 1 2 1 4 6 1 5 9 5 0
 4 9 4 9 7 1 6 8 0 6 5 0 8 1 7 5 6 9 3 2 3 9 8 6 1 0 9 0 9 8 7 7 5 2 3 5 5
 7 8 7 6 9 1 9 8 6 5 6 7 5 6 7 2 5]"
2,1.7898157238960266e-05,0.3828125,"[0.50533694 0.33311793 0.9150775  0.84173995 0.9527281  0.73716414
 0.94025475 0.49944648 0.45208192 0.9947956  0.42391616 0.36585504
 0.88711405 0.5436585  0.32047394 0.28976816 0.22328986 0.8982667
 0.9952834  0.7398314  0.7415711  0.46995214 0.40580112 0.8585094
 0.9944758  0.40848145 0.30648193 0.7998414  0.6747206  0.9953585
 0.30861467 0.465238   0.3634361  0.8653839  0.6018724  0.8248927
 0.8110728  0.57057405 0.43293127 0.4956252  0.512066   0.9797577
 0.49223107 0.2621475  0.82259923 0.66863674 0.44780913 0.5424306
 0.98748803 0.39254522 0.467797   0.32889536 0.30618665 0.8493149
 0.9281001  0.9996177  0.9631869  0.48417944 0.41847426 0.92938876
 0.43011516 0.9351521  0.9951202  0.7202058  0.7092815  0.33368525
 0.7644121  0.98165995 0.43551266 0.59173733 0.64874405 0.30498433
 0.30158976 0.81988126 0.34439373 0.5992091  0.8785253  0.5731375
 0.5684564  0.8413766  0.99794644 0.91567147 0.3725343  0.2875479
 0.5961128  0.9544644  0.69327784 0.4751107  0.86313945 0.4617733
 0.41477725 0.77708226 0.9644913  0.5726886  0.667109   0.7935325
 0.9134507  0.6333699  0.5023581  0.27289113 0.39041406 0.88648087
 0.453544   0.547502   0.4753067  0.5149639  0.65116394 0.8880224
 0.68336624 0.4524981  0.356228   0.78254414 0.47553033 0.49892122
 0.9842174  0.6602591  0.8331971  0.49139294 0.7583155  0.487889
 0.9998808  0.67789257 0.37749264 0.9999503  0.6820179  0.3661752
 0.8566461  0.49901888]","[7 6 4 2 2 3 2 4 9 0 0 9 6 5 8 5 2 4 8 8 6 4 5 7 6 3 7 0 4 0 5 8 2 8 0 4 9
 2 3 6 8 1 6 0 8 4 3 1 4 5 2 4 3 6 0 7 1 3 5 7 1 8 0 4 8 2 7 7 0 2 2 4 3 3
 1 6 1 6 4 6 7 4 7 3 8 1 3 1 4 6 5 5 7 4 5 4 9 7 7 2 3 3 6 7 4 1 6 1 0 6 9
 6 0 2 0 2 4 7 0 0 0 0 7 5 3 2 7 8]"
3,1.7503276467323303e-05,0.3671875,"[0.23109859 0.31269866 0.25776678 0.915749   0.8374284  0.68317
 0.48054975 0.83459204 0.4310294  0.5071708  0.47520196 0.9865904
 0.28524166 0.3811199  0.98595226 0.5649462  0.96160275 0.66782147
 0.589041   0.6885177  0.23943193 0.33602569 0.6346923  0.4734523
 0.27273375 0.5947873  0.70483077 0.24440832 0.9044761  0.7404485
 0.6653876  0.9572165  0.9052645  0.27133128 0.6007064  0.8000256
 0.35470808 0.44838116 0.9872028  0.46648476 0.976938   0.99682754
 0.748808   0.46876612 0.80969214 0.56405723 0.6123254  0.9190298
 0.29707998 0.51447374 0.35827848 0.5265542  0.3709478  0.57658374
 0.40331098 0.866805   0.4988905  0.50818896 0.9833762  0.6146442
 0.49775577 0.36534387 0.9990638  0.9979074  0.5426156  0.8475724
 0.3687054  0.72569466 0.9910651  0.342406   0.8567312  0.2927038
 0.45889932 0.27947944 0.5482255  0.31190553 0.6459773  0.98776543
 0.7105303  0.47016096 0.4200429  0.5221272  0.97503    0.91335315
 0.37628484 0.23577711 0.5282981  0.9884537  0.6038852  0.68683815
 0.7032546  0.3981668  0.46892098 0.41180128 0.8981155  0.9220694
 0.9846565  0.40930185 0.56699425 0.9057987  0.89803386 0.6217224
 0.585711   0.38191098 0.93850464 0.3779116  0.35037196 0.5196941
 0.64648384 0.66621876 0.28216535 0.44421318 0.9386063  0.7937112
 0.98340476 0.9428353  0.9885507  0.54112345 0.4626918  0.299858
 0.62233216 0.85295427 0.62860197 0.59218097 0.59789574 0.816974
 0.74887496 0.7467757 ]","[4 6 3 0 8 9 7 6 8 4 8 1 4 5 9 4 7 1 4 5 3 1 2 6 4 7 1 5 9 3 1 4 8 7 7 0 4
 3 4 6 7 7 5 4 4 4 3 6 6 1 9 9 7 9 4 3 2 9 8 5 0 6 9 0 9 7 8 5 4 4 9 4 2 6
 6 9 9 7 9 9 0 5 1 1 8 6 9 9 5 6 5 5 9 7 9 4 5 4 3 3 9 8 8 3 4 8 4 0 4 0 7
 2 8 0 2 0 7 4 0 6 3 3 1 7 4 6 5 0]"
4,1.7918646335601807e-05,0.4296875,"[0.816853   0.41716427 0.46521118 0.9511289  0.4152704  0.6112848
 0.81417084 0.62843126 0.99900526 0.45637912 0.94010264 0.83481556
 0.8030572  0.7804037  0.70745945 0.41775146 0.31744018 0.9899719
 0.2529153  0.4631096  0.5304936  0.81262904 0.9672907  0.4305914
 0.5228708  0.9793982  0.3407967  0.5653289  0.41967428 0.596279
 0.9898902  0.97014433 0.2505655  0.8351335  0.61955005 0.79317474
 0.57722175 0.99975234 0.6493468  0.25166756 0.84680074 0.5871376
 0.22971089 0.8074872  0.40932772 0.9487088  0.32107866 0.56574416
 0.50055933 0.579062   0.5448991  0.6355962  0.95217514 0.57755435
 0.8766152  0.82334083 0.98780024 0.5300686  0.81435585 0.31173095
 0.513489   0.9631489  0.512914   0.9765869  0.4899565  0.88123906
 0.52560824 0.9662979  0.37788454 0.6303032  0.60267246 0.6367985
 0.95371467 0.65276146 0.9274223  0.27329904 0.22316377 0.20736124
 0.8486435  0.42315942 0.67454803 0.54342425 0.60286295 0.49782303
 0.6302641  0.62065864 0.6280412  0.84826475 0.26038873 0.9177895
 0.7769607  0.270544   0.7255144  0.48084784 0.32919103 0.99990785
 0.39095885 0.54593045 0.82950234 0.27027878 0.5142187  0.56174755
 0.975243   0.44756466 0.49395788 0.700289   0.6562248  0.6121624
 0.71164787 0.7978454  0.40584764 0.9999063  0.98953325 0.48796636
 0.50390047 0.8926732  0.6795615  0.5650019  0.5531323  0.9488901
 0.7402829  0.5345117  0.47524002 0.5032596  0.6541363  0.7901465
 0.6622317  0.9491944 ]","[4 1 9 5 4 9 2 1 4 2 5 9 8 7 2 1 6 9 7 3 6 5 8 0 2 2 4 9 0 5 5 4 2 3 1 0 3
 0 4 4 9 1 3 3 0 2 1 1 0 4 1 9 4 8 1 1 1 5 9 8 1 6 7 2 9 9 7 8 8 1 9 7 8 9
 1 6 6 3 3 1 3 0 8 8 3 6 6 7 1 0 7 6 4 8 2 0 6 6 8 6 3 1 1 8 6 7 0 5 4 3 2
 1 7 8 2 0 1 7 4 8 7 6 6 7 0 6 4 9]"
5,1.7628073692321777e-05,0.4296875,"[0.70219696 0.5299383  0.345984   0.430102   0.6176655  0.51812065
 0.69809216 0.29697782 0.5985576  0.79638386 0.39778808 0.6607459
 0.5568897  0.91266185 0.40781713 0.9275956  0.91470844 0.7650197
 0.9734081  0.7217803  0.7368967  0.6141715  0.9281282  0.7238828
 0.61013085 0.64596933 0.971161   0.83663636 0.4502798  0.5531346
 0.39494032 0.37032568 0.9988667  0.8170495  0.43188483 0.779823
 0.646552   0.76846236 0.69965816 0.9967091  0.31489632 0.99980634
 0.938137   0.86382926 0.9952573  0.99066377 0.68165654 0.6049767
 0.9945321  0.6363195  0.6097984  0.93204963 0.637585   0.43439814
 0.62210494 0.9349842  0.35895815 0.9830799  0.3915586  0.34006262
 0.8927264  0.8006364  0.40092975 0.49933434 0.77663964 0.54804814
 0.9400608  0.39561513 0.700054   0.68859965 0.89449096 0.8732969
 0.90954864 0.65301585 0.5460795  0.9720463  0.96734905 0.9993406
 0.9949351  0.993038   0.63864946 0.64207613 0.2403782  0.38198876
 0.608361   0.9810246  0.9828183  0.64482206 0.6827374  0.5958813
 0.59752923 0.9993993  0.9079835  0.9798527  0.6661848  0.93629223
 0.6593756  0.42200425 0.560033   0.85938734 0.67428386 0.33527052
 0.6439348  0.95796824 0.9556117  0.69092655 0.7327532  0.816538
 0.51542    0.6572154  0.27874354 0.97374743 0.48180243 0.72785234
 0.28130478 0.6489644  0.8965346  0.64272296 0.46148908 0.4256251
 0.38433266 0.9247812  0.61543244 0.3293759  0.8100065  0.47312808
 0.22560972 0.31872922]","[5 6 5 4 5 8 8 0 9 7 9 0 6 9 6 1 4 7 9 0 3 5 4 7 6 9 8 2 3 9 3 3 7 8 3 5 5
 9 6 1 4 7 4 8 7 7 1 3 0 3 2 5 4 9 3 5 4 7 0 3 7 0 2 1 5 8 7 3 5 7 8 5 7 8
 1 5 4 7 0 8 3 2 9 7 4 1 6 5 9 8 5 5 4 1 0 9 4 4 3 0 4 8 0 8 2 9 5 9 7 4 6
 7 9 2 9 3 7 7 8 2 2 0 2 5 3 6 4 7]"
6,1.786462962627411e-05,0.375,"[0.9775573  0.6393874  0.81282014 0.99633515 0.93612224 0.95465195
 0.99611723 0.9765231  0.66665894 0.4707024  0.5296312  0.24994932
 0.8307451  0.77598196 0.6183025  0.9099943  0.6678426  0.39035955
 0.73910844 0.9445307  0.79534984 0.6772742  0.5701784  0.68453085
 0.95941013 0.7114051  0.4064161  0.8535176  0.54015553 0.95846385
 0.45053753 0.84493625 0.3727553  0.852155   0.59806114 0.3090842
 0.8949732  0.96535516 0.48668107 0.87056035 0.4060193  0.2130067
 0.6088152  0.99316025 0.42426735 0.990825   0.2962362  0.62043446
 0.99079424 0.64085823 0.377483   0.99739754 0.69357157 0.62809557
 0.77709657 0.75219524 0.3499553  0.7684804  0.76369196 0.54704815
 0.8841453  0.8313079  0.6838775  0.63986284 0.38760364 0.54603416
 0.9136904  0.4138333  0.5998541  0.8746843  0.94321316 0.3022096
 0.85768056 0.8706611  0.6093766  0.4394004  0.6983902  0.99691653
 0.5628163  0.4419916  0.9464137  0.2872539  0.5794383  0.43124616
 0.567143   0.4060363  0.93744755 0.2569082  0.6066028  0.67932796
 0.502707   0.40839168 0.42259678 0.5899633  0.7853974  0.5253905
 0.54536927 0.57011515 0.55726516 0.24907216 0.9046773  0.6614541
 0.9696553  0.59612054 0.4856741  0.8705999  0.38720614 0.63328576
 0.23591664 0.4929269  0.38971353 0.4877894  0.5251422  0.55658823
 0.26153243 0.9826994  0.4711058  0.9894422  0.84977335 0.8698043
 0.6596668  0.7084909  0.78915495 0.38764158 0.97399545 0.587829
 0.5446535  0.64479524]","[5 3 1 8 3 0 4 4 3 3 5 3 3 2 7 7 8 2 0 5 5 6 1 1 3 9 9 3 6 7 1 8 3 9 8 7 8
 8 0 3 2 4 8 7 5 7 1 8 7 3 5 4 4 3 8 6 1 1 6 3 2 2 8 9 8 3 3 8 1 1 0 5 2 0
 5 0 5 8 6 3 9 6 6 3 9 4 8 3 4 3 1 1 2 9 7 8 5 5 8 6 9 0 8 3 5 1 3 3 5 5 3
 8 1 4 6 4 2 4 3 8 9 6 6 6 5 5 2 7]"
7,1.8766149878501892e-05,0.375,"[0.7497399  0.7021674  0.6337129  0.86678326 0.9879897  0.52815145
 0.4438844  0.80710566 0.7048337  0.3222815  0.39428633 0.8902506
 0.47882128 0.37430865 0.67653865 0.60170513 0.93196195 0.36218238
 0.85914785 0.51824933 0.4719289  0.6797919  0.568454   0.7466544
 0.70180535 0.8426978  0.63115036 0.86888325 0.44166705 0.24547881
 0.5326886  0.9322427  0.83851933 0.5817577  0.4786404  0.61078197
 0.51376295 0.71304166 0.89132714 0.99088144 0.44652414 0.87282366
 0.74714595 0.49542743 0.50795805 0.23401833 0.3593071  0.3524222
 0.26278484 0.71035546 0.29056346 0.44931737 0.7590656  0.5844164
 0.9552418  0.88421947 0.9464149  0.44603685 0.82337785 0.39620316
 0.90851504 0.6058664  0.61508435 0.9646663  0.69090146 0.6066521
 0.750844   0.57176226 0.9980685  0.89576    0.45025194 0.6238591
 0.4555161  0.44408342 0.9547639  0.7139714  0.38610345 0.567704
 0.64424574 0.42379263 0.5983653  0.49856153 0.6303408  0.4792648
 0.8293617  0.34122738 0.46307474 0.9999927  0.963011   0.97716004
 0.5811126  0.7114723  0.9515557  0.39614767 0.3118106  0.5589975
 0.40890306 0.68322074 0.9963582  0.7880365  0.76197463 0.9906204
 0.45507604 0.83367336 0.4661609  0.3074718  0.44465846 0.71855056
 0.6803324  0.99642086 0.5189217  0.53035927 0.9557118  0.44341606
 0.759675   0.46296188 0.70911366 0.571761   0.57799935 0.7961169
 0.3498136  0.51032805 0.4813579  0.5185225  0.73830914 0.956035
 0.9748845  0.29746127]","[1 0 1 3 1 1 1 7 3 9 6 8 4 6 8 4 9 4 7 9 7 6 8 4 9 7 0 1 6 1 5 9 0 4 3 4 1
 3 0 8 4 6 2 2 6 5 3 6 2 1 1 8 6 0 4 0 1 9 7 1 3 7 7 8 7 7 3 9 7 7 7 2 1 2
 8 6 4 0 7 9 8 6 8 4 9 1 7 2 2 8 5 8 1 2 2 4 1 2 5 2 8 1 8 1 8 6 0 2 4 1 3
 6 7 7 4 4 3 3 4 5 2 4 3 7 8 4 4 4]"
8,1.780688762664795e-05,0.28125,"[0.44513252 0.35604948 0.36709002 0.60123557 0.5939723  0.32876575
 0.34034514 0.51028633 0.58258814 0.86753786 0.75222355 0.7306953
 0.5484154  0.9148932  0.35563684 0.34710222 0.78753227 0.90541214
 0.6569443  0.81623    0.7183161  0.3159839  0.78352433 0.42675447
 0.32495648 0.61712444 0.910145   0.52872497 0.49195534 0.4215087
 0.9648578  0.69855696 0.35260728 0.60916555 0.5247073  0.86034393
 0.96973    0.5994174  0.49752855 0.6975466  0.98923755 0.2776126
 0.7118223  0.5942103  0.9807257  0.9626175  0.5899722  0.55679214
 0.21171853 0.51239306 0.81588405 0.89592224 0.26570165 0.44068027
 0.4906856  0.32004443 0.44838586 0.8550204  0.33301833 0.9945425
 0.3355444  0.32530728 0.5386089  0.45171344 0.9693169  0.9066874
 0.5328081  0.803539   0.2717214  0.5283555  0.29936776 0.459762
 0.9208906  0.9998098  0.94628686 0.34696096 0.8026652  0.876684
 0.9759807  0.47378507 0.3595467  0.9795558  0.5146833  0.8592322
 0.95900023 0.22943518 0.5015745  0.3345787  0.5509759  0.4833154
 0.6546415  0.9314254  0.9975775  0.46426308 0.46507326 0.49386713
 0.31938857 0.7199262  0.4558097  0.44096532 0.9752358  0.5765512
 0.39620763 0.75881505 0.6710377  0.90700614 0.9066462  0.7791708
 0.7678549  0.57902133 0.74598837 0.9994752  0.67545193 0.3302161
 0.9396103  0.96503544 0.5389114  0.37303996 0.82524884 0.63780665
 0.39981708 0.9089538  0.4799078  0.85861427 0.8571596  0.74377525
 0.41457883 0.41804817]","[7 4 4 9 3 8 3 7 7 8 5 3 9 1 6 7 3 3 3 8 5 6 1 3 7 9 6 1 6 4 9 0 5 7 4 9 1
 0 0 2 7 8 3 2 7 6 1 6 6 4 4 2 1 8 4 4 7 8 5 8 9 4 3 2 2 9 3 0 1 1 1 1 6 8
 7 1 3 0 4 5 0 3 0 6 2 0 9 8 6 8 5 8 2 9 6 0 6 1 8 7 3 2 2 6 5 6 9 2 5 4 9
 8 5 3 9 3 5 7 1 8 5 8 6 2 5 1 3 0]"
9,1.8835067749023438e-05,0.3359375,"[0.4119197  0.53870016 0.40797302 0.63974005 0.6394663  0.32355204
 0.6414076  0.9442576  0.3866903  0.7679558  0.95715904 0.96703064
 0.6208804  0.45964235 0.3757826  0.569304   0.59666014 0.3045061
 0.9981515  0.4130496  0.68951416 0.98211145 0.5458942  0.410956
 0.9998222  0.40011477 0.5616417  0.41196594 0.99368435 0.41802725
 0.61877036 0.558903   0.83714575 0.51019126 0.913607   0.6768892
 0.5550181  0.9880981  0.4490256  0.66465586 0.5683759  0.4654873
 0.7543962  0.40499884 0.37008154 0.99999094 0.49058488 0.40608004
 0.7864414  0.79020196 0.5554119  0.61759    0.92813873 0.6634067
 0.35293558 0.57753974 0.78816336 0.660505   0.48599967 0.3527292
 0.37147513 0.50930625 0.5545081  0.39139527 0.8333612  0.8553687
 0.78810835 0.63154864 0.25527802 0.98356354 0.53293806 0.4691779
 0.6210112  0.7040897  0.66960704 0.46501234 0.8044816  0.878559
 0.4411095  0.6620802  0.6488434  0.44408205 0.7998649  0.47076353
 0.9909881  0.8050713  0.58081347 0.43144467 0.7040249  0.8002893
 0.7463612  0.6411643  0.49564886 0.76437914 0.51635855 0.8724754
 0.80569285 0.33297586 0.48082104 0.23113051 0.9104939  0.48988292
 0.7608159  0.4602524  0.39791143 0.5130333  0.6237952  0.39957538
 0.35405585 0.8320397  0.5310913  0.5852212  0.32561028 0.88348675
 0.9789726  0.6579786  0.50635684 0.45130256 0.2537153  0.41100794
 0.43053997 0.36472064 0.6129431  0.98873913 0.4756062  0.99759185
 0.3765925  0.2904652 ]","[6 9 3 9 1 6 6 7 2 6 3 2 5 5 2 7 5 2 0 8 0 7 7 1 7 4 0 2 2 6 1 5 9 7 6 2 7
 0 5 6 0 1 1 8 4 5 3 1 2 4 8 9 8 1 7 2 7 2 3 2 6 7 9 4 0 1 0 4 5 0 8 0 7 6
 1 0 8 5 9 2 5 4 4 9 0 6 1 2 5 1 6 7 1 5 8 8 0 3 9 4 0 3 4 9 2 4 3 0 6 4 5
 6 6 7 8 4 8 8 3 2 8 0 2 5 6 8 7 8]"
