,Itr0_time,Itr0_acc,Itr0_conf,Itr0_aclabel
0,0.4210292100906372,0.75,[0.9291992  0.9813571  0.96840924 0.98458475],[5 1 8 7]
1,0.012249290943145752,0.25,[0.29634708 0.37833202 0.93180436 0.67822576],[5 7 9 8]
2,0.0025800466537475586,0.5,[0.5011518 0.6849074 0.5072094 0.4567142],[8 4 8 4]
3,0.002570211887359619,0.5,[0.26621455 0.6360291  0.9093744  0.436168  ],[0 3 8 8]
4,0.0006933212280273438,0.75,[0.562524  0.6442856 0.5683284 0.8406328],[6 6 3 2]
5,0.0006943941116333008,0.25,[0.75709957 0.4443514  0.5539173  0.32945472],[8 9 1 2]
6,0.0006848573684692383,0.5,[0.3702598  0.63037616 0.73246765 0.7744794 ],[5 7 8 6]
7,0.0007025599479675293,0.0,[0.85574096 0.32820126 0.8280751  0.9919064 ],[3 6 6 9]
8,0.0006972551345825195,0.25,[0.357756   0.4027378  0.48413834 0.6435848 ],[0 9 1 0]
9,0.0006966590881347656,0.75,[0.8690051 0.8305532 0.5268326 0.7320058],[8 8 0 2]
10,0.0006918907165527344,0.25,[0.3753669  0.5315052  0.42488348 0.8689997 ],[5 0 9 9]
11,0.0006974339485168457,0.25,[0.53161335 0.7110453  0.6358629  0.55713797],[6 9 0 9]
12,0.0006997585296630859,0.5,[0.29854342 0.7891019  0.50002915 0.99110085],[9 3 3 8]
13,0.0006999969482421875,0.5,[0.72944623 0.38099948 0.93920445 0.68695545],[9 4 1 3]
14,0.0006937384605407715,0.75,[0.3533048  0.99999845 0.6896513  0.6363372 ],[6 0 0 6]
15,0.0006943345069885254,0.25,[0.6583552  0.29494926 0.22581181 0.9975656 ],[5 8 8 0]
16,0.0006921291351318359,0.25,[0.72754735 0.3956721  0.35183498 0.60448587],[4 1 7 5]
17,0.0006952881813049316,0.5,[0.51039165 0.54635835 0.9433653  0.8435376 ],[3 8 0 7]
18,0.0006920695304870605,0.5,[0.6337416  0.46665257 0.8132939  0.6903158 ],[8 8 7 8]
19,0.0007156133651733398,0.75,[0.98601574 0.9234863  0.8516158  0.88898754],[8 0 8 3]
20,0.0007147789001464844,0.75,[0.8103565  0.6764288  0.62477577 0.43673885],[6 9 3 4]
21,0.0006940364837646484,0.25,[0.55605274 0.92514294 0.5468298  0.53308594],[0 9 3 9]
22,0.0006846785545349121,0.5,[0.68972635 0.9998399  0.96047    0.7746997 ],[2 8 7 2]
23,0.0006892681121826172,0.25,[0.69081366 0.9746523  0.26759356 0.3022246 ],[0 7 0 6]
24,0.0006858110427856445,0.0,[0.5879302  0.4892092  0.35771376 0.4403405 ],[8 7 6 2]
25,0.0006851553916931152,0.5,[0.9981761  0.6903786  0.9296994  0.99088436],[7 9 8 2]
26,0.0006872415542602539,0.5,[0.6838825  0.79001933 0.62153554 0.49201456],[3 7 5 0]
27,0.0006940364837646484,0.5,[0.5745187  0.95733035 0.32983455 0.9057263 ],[0 2 2 7]
28,0.0006909370422363281,0.25,[0.3495691  0.45580867 0.30790013 0.9782079 ],[3 8 6 3]
29,0.0006960034370422363,0.25,[0.7154698  0.73214906 0.68999195 0.39197323],[9 9 4 0]
30,0.0006910562515258789,0.25,[0.5741523  0.29263818 0.81046826 0.99919003],[3 1 0 9]
31,0.0006982684135437012,0.25,[0.9986125  0.5442296  0.97278136 0.83213985],[6 2 1 3]
32,0.0006947517395019531,0.25,[0.9917312 0.8416516 0.5934086 0.8858898],[2 1 6 6]
33,0.0006999373435974121,0.25,[0.6209671  0.88174    0.47630304 0.8302037 ],[6 0 0 7]
34,0.0006962418556213379,0.25,[0.9880344  0.40756306 0.18435208 0.47961465],[7 3 6 3]
35,0.0006977319717407227,0.0,[0.92760044 0.5186373  0.52286357 0.4614248 ],[6 2 9 6]
36,0.0006988644599914551,0.75,[0.8370042  0.99313146 0.5547275  0.46125102],[9 5 8 1]
37,0.0006955862045288086,0.0,[0.745103   0.41314897 0.5425968  0.36633632],[0 1 7 2]
38,0.0006930232048034668,0.25,[0.81879413 0.34015888 0.46917072 0.63900244],[7 0 2 3]
39,0.0006924271583557129,0.5,[0.9999958  0.6298796  0.6622004  0.92613107],[8 7 4 0]
40,0.0006871223449707031,0.0,[0.6988119  0.97330374 0.35808328 0.3117149 ],[6 1 8 2]
41,0.0006948709487915039,0.0,[0.96285695 0.8395121  0.5687132  0.50570816],[4 6 1 9]
42,0.0006926059722900391,0.25,[0.42950433 0.19917464 0.8527549  0.9840565 ],[7 6 5 1]
43,0.0006889700889587402,0.25,[0.6776742  0.25427544 0.98296803 0.6466803 ],[2 6 2 5]
44,0.0006874799728393555,0.5,[0.5237599  0.53385097 0.91586137 0.9307864 ],[4 1 9 5]
45,0.0006971955299377441,0.5,[0.8193097  0.35789767 0.66996187 0.52860963],[2 2 5 3]
46,0.0006887316703796387,0.75,[0.98883164 0.4277135  0.85081464 0.36530808],[7 6 9 4]
47,0.0006935596466064453,0.25,[0.7224442 0.9830027 0.3916731 0.9384319],[2 5 1 2]
48,0.0006917119026184082,0.25,[0.24389952 0.9994062  0.81869876 0.603663  ],[9 8 9 9]
49,0.0006948113441467285,0.5,[0.7591202  0.40315893 0.50493515 0.9538359 ],[6 2 1 2]
50,0.0007001161575317383,0.25,[0.6578436  0.3318272  0.525317   0.55328083],[6 3 8 5]
51,0.000698387622833252,0.75,[0.98606366 0.49107674 0.63252574 0.981488  ],[8 1 4 7]
52,0.0006960630416870117,0.5,[0.58821684 0.834983   0.4830667  0.43984973],[8 9 9 1]
53,0.0006996989250183105,0.0,[0.41338798 0.46944997 0.6200373  0.4908031 ],[4 6 5 6]
54,0.0006945133209228516,0.25,[0.79528743 0.2512692  0.61497307 0.37997362],[7 7 4 6]
55,0.0006971359252929688,0.5,[0.80820847 0.51204526 0.99569786 0.8288023 ],[4 5 9 2]
56,0.0006943941116333008,0.25,[0.5573545  0.68615377 0.6935702  0.4967447 ],[4 0 5 5]
57,0.0006983280181884766,0.25,[0.48895586 0.98947    0.72730404 0.47788864],[5 2 4 0]
58,0.0006927251815795898,0.75,[0.8286721  0.6159836  0.5120457  0.36367497],[5 2 8 9]
59,0.000693976879119873,0.0,[0.53954357 0.43228072 0.73934704 0.5793411 ],[9 7 2 9]
60,0.00069427490234375,0.75,[0.99565434 0.5350283  0.73731285 0.8514972 ],[0 3 1 9]
61,0.0006870627403259277,0.25,[0.42837197 0.99992037 0.7714644  0.72102344],[7 0 4 9]
62,0.0006875991821289062,0.75,[0.43950468 0.92978185 0.8400099  0.86517036],[5 2 4 1]
63,0.0006879568099975586,0.25,[0.8945652  0.9947857  0.3036282  0.70322746],[2 5 2 7]
64,0.0006900429725646973,0.5,[0.4906238  0.6310517  0.7046427  0.77025527],[8 3 1 2]
65,0.0006876587867736816,0.25,[0.583576   0.398211   0.63245803 0.56862307],[4 5 6 3]
66,0.0006873607635498047,0.25,[0.45699388 0.32532322 0.9524647  0.74046504],[9 0 6 1]
67,0.0006903409957885742,0.25,[0.27570245 0.7987002  0.34480545 0.9067455 ],[7 6 9 8]
68,0.0006943941116333008,0.0,[0.4588041  0.49391052 0.4644057  0.48909432],[6 6 1 6]
69,0.0006954073905944824,0.25,[0.69807154 0.5510554  0.7676874  0.51457375],[1 6 8 6]
70,0.0006925463676452637,0.25,[0.47725087 0.8041859  0.46125796 0.941426  ],[3 0 0 9]
71,0.000693976879119873,0.0,[0.7170033  0.9984875  0.67231894 0.84595484],[4 0 5 8]
72,0.0006917715072631836,0.0,[0.47902822 0.6155579  0.72432864 0.31015855],[8 9 0 3]
73,0.0006935000419616699,0.5,[0.3485955  0.80392605 0.79510033 0.6704632 ],[3 7 2 6]
74,0.000695347785949707,0.0,[0.4437943  0.37744072 0.6142755  0.2938867 ],[2 3 0 3]
75,0.0006948709487915039,0.25,[0.96135557 0.70968664 0.2505484  0.21010438],[0 4 2 7]
76,0.0006912946701049805,0.75,[0.30620056 0.8389066  0.76740277 0.76571673],[5 9 8 0]
77,0.0006943345069885254,0.75,[0.71280056 0.41300046 0.8523807  0.42157274],[7 9 7 4]
78,0.0006908178329467773,0.75,[0.7665182 0.5276962 0.3779973 0.7036402],[8 0 4 0]
79,0.000695645809173584,0.0,[0.3844678  0.40146735 0.3787761  0.41800782],[2 9 5 4]
80,0.0006908774375915527,0.0,[0.56896305 0.9045829  0.69503534 0.25156784],[0 3 4 3]
81,0.000693202018737793,0.25,[0.42522773 0.9704596  0.9433772  0.5370892 ],[7 9 1 2]
82,0.0006921291351318359,0.25,[0.6262822  0.40550813 0.33790818 0.94488   ],[1 3 0 5]
83,0.0006880760192871094,0.25,[0.97888386 0.39389858 0.56209886 0.35881153],[3 9 6 4]
84,0.000689089298248291,0.5,[0.47528914 0.6209764  0.58349395 0.9848395 ],[9 6 6 5]
85,0.0006854534149169922,0.25,[0.2987696  0.91275907 0.7384842  0.60149366],[8 1 5 7]
86,0.0006864666938781738,0.25,[0.5697046  0.9998847  0.7796585  0.61864775],[3 8 8 0]
87,0.0006870031356811523,0.25,[0.4656173  0.5309908  0.45944816 0.35446912],[8 6 4 6]
88,0.0006893277168273926,0.25,[0.86840856 0.77668506 0.747024   0.3179429 ],[0 5 2 2]
89,0.0006960034370422363,0.25,[0.98067904 0.63968897 0.598255   0.8223472 ],[6 5 6 3]
90,0.0006964206695556641,0.75,[0.6101798  0.50547564 0.6850461  0.71287644],[8 1 1 7]
91,0.0006957054138183594,0.25,[0.6310579  0.90538204 0.84345883 0.46126634],[6 0 0 5]
