,Itr0_time,Itr0_acc,Itr0_conf,Itr0_aclabel
1,0.004646778106689453,1.0,"[1.         0.99999833 1.         1.         0.9999943  1.
 1.         1.        ]",[2 0 2 1 0 1 1 1]
2,0.0021332502365112305,0.875,"[1.        1.        1.        1.        1.        0.9999814 0.6363655
 1.       ]",[1 1 2 1 1 1 0 1]
3,0.0019802451133728027,1.0,"[1.        0.9993813 1.        1.        1.        1.        1.
 1.       ]",[1 0 1 1 2 2 2 1]
4,0.001942455768585205,0.875,"[0.9989806  0.99999905 0.9999999  1.         0.99999964 1.
 1.         1.        ]",[1 0 0 0 1 0 2 0]
5,0.002056807279586792,1.0,[1. 1. 1. 1. 1. 1. 1. 1.],[2 0 1 1 1 0 2 1]
6,0.0018871724605560303,1.0,"[0.9999994  1.         1.         1.         0.99995124 1.
 0.9999995  1.        ]",[0 1 0 1 1 1 0 1]
7,0.001918405294418335,1.0,"[1.         1.         1.         1.         1.         1.
 0.99999917 1.        ]",[2 1 0 2 1 2 1 0]
8,0.0018575489521026611,1.0,"[0.99999666 0.99999964 1.         1.         1.         0.9999999
 1.         1.        ]",[1 0 1 2 2 1 1 2]
9,0.00202256441116333,1.0,"[1.         1.         1.         0.98273313 1.         1.
 1.         0.9999999 ]",[2 2 0 1 2 0 2 1]
10,0.0019166767597198486,1.0,"[1.        1.        1.        1.        1.        1.        0.9999999
 1.       ]",[1 2 1 2 2 2 0 0]
11,0.0019219517707824707,1.0,"[1.         1.         1.         1.         0.99999905 1.
 0.999998   1.        ]",[2 0 1 2 0 0 1 0]
12,0.0019510984420776367,1.0,"[1.        1.        1.        1.        0.9999999 1.        1.
 1.       ]",[0 1 1 0 1 2 1 1]
13,0.00193747878074646,0.75,"[1.        0.9967722 0.9999999 1.        1.        1.        1.
 1.       ]",[1 1 0 1 1 0 1 1]
14,0.0020008385181427,1.0,"[1.        1.        1.        1.        1.        1.        1.
 0.9999999]",[2 2 2 2 1 1 2 1]
15,0.001956850290298462,0.875,"[1.         1.         0.9999999  1.         1.         0.9999876
 1.         0.96634245]",[1 0 1 0 2 1 2 0]
16,0.0019202828407287598,1.0,"[1.        1.        1.        1.        1.        1.        0.9999999
 1.       ]",[2 2 2 1 0 1 0 2]
17,0.0019622743129730225,1.0,"[1.         1.         0.99999917 1.         1.         1.
 1.         0.9999982 ]",[1 0 1 2 0 2 2 0]
18,0.0018874406814575195,1.0,"[1.         1.         0.99999785 1.         1.         1.
 1.         1.        ]",[2 2 0 2 1 1 1 1]
19,0.0019127726554870605,1.0,"[1.         1.         0.99999976 1.         1.         1.
 1.         1.        ]",[1 1 0 1 2 2 2 1]
20,0.0020271241664886475,1.0,"[1.        1.        1.        0.9999974 1.        1.        1.
 1.       ]",[1 1 2 0 2 2 2 2]
21,0.001958400011062622,1.0,[1. 1. 1. 1. 1. 1. 1. 1.],[0 1 1 0 1 2 0 2]
22,0.0019280314445495605,1.0,"[1.         1.         0.9999995  1.         1.         1.
 1.         0.99999905]",[2 2 0 1 0 1 1 1]
23,0.0018703639507293701,1.0,"[1.        1.        1.        1.        0.9999999 0.9989139 1.
 1.       ]",[0 0 1 1 1 1 2 2]
24,0.0019308924674987793,1.0,[1. 1. 1. 1. 1. 1. 1. 1.],[0 0 2 1 1 2 1 2]
25,0.0019791126251220703,1.0,"[1.         1.         1.         1.         0.99999714 1.
 1.         1.        ]",[1 2 1 0 0 0 2 2]
26,0.0018920600414276123,1.0,[1. 1. 1. 1. 1. 1. 1. 1.],[1 1 1 2 1 2 2 2]
27,0.0019314289093017578,1.0,[1. 1. 1. 1. 1. 1. 1. 1.],[2 2 2 1 0 1 1 2]
28,0.0019697248935699463,1.0,"[1.         1.         0.9980221  1.         1.         0.99999976
 0.99956614 1.        ]",[1 2 0 0 2 0 0 2]
29,0.0019517838954925537,1.0,"[1.         0.9999839  0.99975747 1.         1.         0.9997645
 1.         1.        ]",[1 1 1 2 2 1 2 1]
30,0.002118140459060669,1.0,"[0.9988757 1.        1.        1.        0.9999993 1.        1.
 1.       ]",[1 0 0 1 0 1 2 0]
31,0.001973658800125122,0.875,"[0.99999774 1.         1.         1.         1.         0.99997103
 1.         1.        ]",[0 1 1 0 2 1 1 2]
32,0.0019578933715820312,1.0,"[1.         0.9887832  1.         1.         1.         1.
 1.         0.99998844]",[2 1 0 0 1 1 2 1]
33,0.001956641674041748,1.0,[1. 1. 1. 1. 1. 1. 1. 1.],[1 2 0 2 0 2 0 1]
34,0.0018461346626281738,1.0,[1.      1.      0.99999 1.      1.      1.      1.      1.     ],[2 1 1 0 1 2 2 1]
35,0.0019260048866271973,1.0,"[0.9990559 1.        1.        0.9999918 1.        0.9999989 1.
 1.       ]",[0 1 2 1 1 1 1 0]
36,0.0020133554935455322,1.0,"[1.        0.9999466 1.        1.        1.        0.9997663 1.
 1.       ]",[2 1 1 1 2 1 2 0]
37,0.00181502103805542,1.0,"[1.         1.         0.9999999  1.         0.99999976 1.
 0.9999995  1.        ]",[1 0 0 2 0 0 0 1]
38,0.001748502254486084,1.0,"[1.         1.         1.         1.         0.9999999  1.
 1.         0.99999106]",[1 2 2 1 0 1 1 0]
39,0.0018774867057800293,1.0,"[0.9999999 0.999907  1.        1.        1.        1.        1.
 1.       ]",[1 0 1 2 2 0 2 1]
40,0.0018036961555480957,0.875,"[1.         1.         1.         1.         1.         1.
 1.         0.99999917]",[1 1 2 1 2 1 1 0]
41,0.0017428994178771973,0.875,"[1.         1.         1.         0.9999999  0.99999917 1.
 1.         1.        ]",[0 2 2 0 1 1 1 0]
42,0.0017435252666473389,1.0,"[1.        1.        1.        1.        0.9999999 1.        1.
 0.9990395]",[1 2 1 2 1 1 2 0]
43,0.0017395317554473877,1.0,"[1.        0.9999919 1.        0.9999994 1.        1.        1.
 1.       ]",[1 1 2 1 1 1 2 0]
44,0.001741170883178711,1.0,"[0.99998856 1.         1.         1.         0.9999999  1.
 1.         1.        ]",[1 2 2 2 0 0 2 1]
45,0.0017361938953399658,1.0,"[1.        1.        1.        1.        0.9999999 1.        1.
 1.       ]",[0 0 2 1 0 2 1 0]
46,0.0020526647567749023,1.0,"[1.        1.        0.9999994 0.9999999 1.        1.        1.
 1.       ]",[1 0 0 0 2 2 2 1]
47,0.002165377140045166,1.0,[1. 1. 1. 1. 1. 1. 1. 1.],[1 1 2 1 1 1 2 2]
48,0.002095133066177368,1.0,"[0.9999999  1.         1.         1.         0.99995124 1.
 0.99999917 1.        ]",[0 2 1 1 1 1 1 2]
49,0.002004772424697876,1.0,"[1.         1.         1.         0.9999943  0.9999999  0.99999666
 1.         1.        ]",[0 1 2 0 1 1 1 1]
50,0.001954972743988037,1.0,"[1.        1.        1.        1.        1.        1.        1.
 0.9993813]",[1 1 1 0 2 2 1 0]
51,0.0019029676914215088,1.0,"[1.        1.        0.9999999 1.        1.        1.        0.9999999
 1.       ]",[2 2 0 1 2 1 1 1]
52,0.001940220594406128,1.0,[1. 1. 1. 1. 1. 1. 1. 1.],[1 2 0 1 0 0 1 1]
53,0.0019287467002868652,0.875,"[1.         1.         0.6363655  0.99999917 0.9999999  1.
 0.99999976 1.        ]",[2 0 0 1 1 0 0 1]
54,0.0020316243171691895,1.0,"[1.         0.9999995  1.         0.99999833 1.         1.
 1.         0.9999814 ]",[2 0 1 0 2 2 0 1]
55,0.0020224153995513916,1.0,"[1.        1.        1.        1.        0.9999989 1.        1.
 1.       ]",[2 1 2 1 1 0 0 2]
56,0.0019308030605316162,1.0,[1. 1. 1. 1. 1. 1. 1. 1.],[1 1 1 1 0 2 2 2]
57,0.0018516182899475098,1.0,"[1.         1.         1.         1.         1.         1.
 1.         0.99999905]",[1 2 0 2 2 0 2 0]
58,0.0019560158252716064,1.0,"[1.         1.         0.99999964 0.99999976 1.         1.
 0.99999964 1.        ]",[2 0 0 0 1 2 1 0]
59,0.001915067434310913,0.875,"[1.        1.        1.        0.9999999 1.        0.9967722 1.
 1.       ]",[2 2 0 0 2 1 1 2]
60,0.0018835961818695068,0.875,"[1.        0.9989806 1.        1.        1.        0.9990395 1.
 1.       ]",[0 1 1 0 1 0 1 2]
61,0.0018863976001739502,1.0,[1. 1. 1. 1. 1. 1. 1. 1.],[1 1 2 0 0 0 1 2]
62,0.00189933180809021,1.0,"[0.9999974  0.98273313 1.         1.         1.         1.
 0.99998844 1.        ]",[0 1 1 1 0 1 1 0]
63,0.0018951594829559326,0.875,"[1.         0.999998   1.         1.         0.96634245 1.
 0.9999999  1.        ]",[2 1 2 1 0 1 0 2]
64,0.0018794536590576172,1.0,"[1.        0.9999999 1.        1.        1.        1.        1.
 1.       ]",[1 0 2 2 0 2 1 1]
65,0.0019107162952423096,1.0,"[0.9980221 1.        0.9887832 0.9988757 0.9999999 1.        1.
 1.       ]",[0 2 1 1 1 1 1 2]
66,0.0019017457962036133,1.0,"[1.         1.         1.         1.         1.         0.99999714
 1.         0.9999999 ]",[2 2 2 2 0 0 1 1]
67,0.001963287591934204,1.0,"[1.         1.         1.         1.         1.         0.99975747
 1.         1.        ]",[2 1 2 2 1 1 0 2]
68,0.0019586384296417236,1.0,"[1.        1.        1.        1.        0.9999839 0.9999876 1.
 1.       ]",[0 2 1 0 1 1 2 1]
69,0.001966625452041626,1.0,"[1.        1.        1.        1.        0.9999995 0.99999   1.
 1.       ]",[0 2 1 1 0 1 0 2]
70,0.001967012882232666,0.875,[1. 1. 1. 1. 1. 1. 1. 1.],[1 1 2 1 1 1 1 2]
71,0.001978754997253418,1.0,"[1.         0.99999785 1.         1.         1.         1.
 1.         0.9989139 ]",[1 0 1 0 2 2 2 1]
72,0.0019649267196655273,1.0,"[1.        1.        1.        1.        1.        0.9999919 1.
 1.       ]",[1 2 1 2 2 1 0 2]
73,0.0018690824508666992,1.0,[1. 1. 1. 1. 1. 1. 1. 1.],[2 1 0 2 1 2 1 1]
74,0.001954406499862671,1.0,"[1.         1.         1.         0.9999999  0.99997103 1.
 1.         1.        ]",[0 0 2 1 1 2 1 2]
75,0.001957923173904419,1.0,"[1.        1.        0.9990559 1.        1.        1.        1.
 1.       ]",[1 1 0 0 1 2 1 1]
76,0.002052515745162964,1.0,"[1.        1.        1.        0.9999999 1.        1.        1.
 1.       ]",[2 2 1 0 1 2 1 2]
77,0.001877814531326294,1.0,[1. 1. 1. 1. 1. 1. 1. 1.],[1 1 2 2 2 2 2 2]
78,0.0019982457160949707,1.0,[1. 1. 1. 1. 1. 1. 1. 1.],[0 2 1 2 1 1 1 2]
79,0.0019483864307403564,1.0,[1. 1. 1. 1. 1. 1. 1. 1.],[1 0 0 0 2 2 1 0]
80,0.002019137144088745,1.0,"[0.9999999 1.        1.        0.9997663 1.        1.        1.
 1.       ]",[1 1 0 1 2 1 1 0]
81,0.002093374729156494,1.0,"[1.        1.        1.        1.        0.9999999 0.9999993 1.
 1.       ]",[0 1 2 0 1 0 1 2]
