,Itr0_time,Itr0_acc,Itr0_conf,Itr0_aclabel
1,0.0004939436912536621,0.9375,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.99956614 1.         1.         0.9999999
 0.999998   1.         1.         1.         0.9999994  1.
 1.         1.         0.99995124 0.9999995  1.         1.
 1.         1.         1.         1.         1.         1.
 0.9967721  1.        ]",[1 2 1 0 2 1 1 0 0 0 2 0 1 2 1 0 0 1 2 0 1 0 2 2 0 1 0 2 1 2 1 0]
2,0.0004588514566421509,0.96875,"[1.         0.99999964 1.         1.         1.         0.9999943
 1.         1.         1.         1.         1.         1.
 1.         0.99999905 1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         0.9993813  1.         0.9999919  0.9999814
 1.         1.        ]",[0 0 0 1 0 0 1 2 1 2 1 2 2 0 1 0 1 1 1 1 2 1 2 1 2 0 0 1 1 1 1 0]
3,0.0004417821764945984,0.96875,"[1.         1.         1.         0.99975747 1.         1.
 1.         0.6363756  1.         0.9999999  0.9999918  1.
 1.         1.         1.         1.         1.         1.
 0.99998856 0.99999106 0.9999999  1.         0.99999917 0.9999999
 1.         1.         1.         1.         1.         1.
 1.         1.        ]",[2 2 2 1 2 2 0 0 1 0 1 1 2 1 1 0 2 2 1 0 0 1 1 1 2 2 2 2 2 2 0 1]
4,0.00044029951095581055,1.0,"[1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         0.9999839  1.
 1.         1.         0.99998844 0.99999714 1.         1.
 1.         0.9999999  1.         1.         1.         0.9990395
 1.         1.         1.         0.99999917 1.         1.
 1.         0.9999982 ]",[2 2 2 1 1 1 1 1 1 2 1 0 0 2 1 0 1 2 0 1 2 2 1 0 1 1 2 0 2 2 1 0]
5,0.0004384443163871765,0.96875,"[1.         0.9999993  1.         1.         1.         1.
 1.         0.9999994  0.9999999  1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         0.9999999  1.         0.9999999
 1.         1.         1.         0.9999466  1.         1.
 1.         0.99999917]",[2 0 2 2 2 1 1 1 0 1 1 2 2 0 2 2 1 2 2 2 1 0 0 1 1 0 0 1 1 1 2 1]
6,0.00043723732233047485,0.96875,"[1.         1.         0.99999976 1.         1.         1.
 0.9988757  1.         1.         1.         0.99999905 0.999907
 1.         1.         1.         1.         1.         1.
 0.9997663  1.         1.         1.         1.         1.
 1.         0.9663432  1.         1.         1.         0.9990559
 1.         1.        ]",[2 1 0 1 2 2 1 2 2 1 0 0 2 2 1 2 0 2 1 1 2 0 0 1 2 0 1 1 0 0 0 1]
7,0.000438496470451355,0.96875,"[1.         1.         1.         1.         0.9999999  1.
 1.         0.9999999  1.         0.998914   1.         0.9999876
 1.         1.         1.         0.9999995  1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         0.98878306
 1.         0.9999995 ]",[1 1 2 1 0 1 1 1 0 1 2 1 1 1 2 0 1 2 2 0 2 1 1 1 2 0 1 0 2 1 0 0]
8,0.0004393830895423889,1.0,"[1.         0.99999666 0.99999976 0.99999976 1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         0.9999999  1.         1.         1.
 1.         1.         1.         0.99998593 1.         1.
 1.         1.         1.         0.9999999  1.         1.
 1.         1.        ]",[2 1 0 0 1 1 1 1 1 2 1 2 2 0 0 1 0 0 2 1 1 1 1 1 0 0 0 1 2 1 2 0]
9,0.00043793022632598877,1.0,"[1.         1.         1.         1.         1.         1.
 0.99999785 1.         0.9999999  0.9999999  1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         0.99999917 1.         1.         1.
 1.         0.9997645  1.         1.         0.9999999  1.
 0.9980221  1.        ]",[1 1 1 1 0 2 0 2 1 0 1 1 1 0 1 2 0 0 2 1 1 0 2 0 2 1 1 1 0 1 0 1]
10,0.00043851882219314575,1.0,"[0.99999905 1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         0.99999833 1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         0.9999974 ]",[1 1 2 1 2 2 1 2 0 2 2 2 1 1 1 1 1 2 0 0 0 2 2 2 1 2 1 2 1 1 1 0]
11,0.0004518851637840271,1.0,"[1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         0.9999999
 1.         1.         1.         0.9999974  0.9999999  0.9999995
 1.         1.         0.99999917 1.         0.99999905 0.9999999
 1.         0.9999999  1.         0.9999919  1.         1.
 1.         1.        ]",[2 2 1 1 2 1 2 1 2 2 2 0 2 2 1 0 0 0 1 1 0 1 0 0 2 0 0 1 2 0 2 0]
12,0.00044962018728256226,0.96875,"[1.        1.        1.        1.        1.        1.        1.
 1.        1.        1.        1.        1.        1.        1.
 0.9999999 0.9999876 1.        1.        1.        1.        1.
 1.        1.        1.        1.        1.        1.        1.
 0.9989806 1.        1.        1.       ]",[1 2 2 1 2 2 2 1 2 2 2 1 2 2 1 1 1 2 2 2 2 0 1 1 2 0 1 1 1 0 1 0]
13,0.0004664883017539978,1.0,"[1.         1.         1.         1.         1.         1.
 1.         0.99999833 1.         1.         1.         1.
 1.         1.         1.         1.         0.99975747 1.
 0.98878306 1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         0.99999905]",[2 1 1 0 0 2 0 0 1 1 2 1 0 0 1 2 1 0 1 2 1 2 2 1 1 1 2 1 0 0 0 0]
14,0.0004477649927139282,0.96875,"[1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         0.9967721  1.         0.99999964 1.         1.
 1.         0.9999999  1.         1.         0.999907   0.9999999
 0.9999999  1.         1.         1.         0.9990559  1.
 1.         1.        ]",[2 0 1 1 1 2 1 2 1 2 0 1 1 1 2 0 0 0 2 1 0 2 0 1 1 1 1 1 0 1 1 1]
15,0.0004420429468154907,1.0,"[0.9997663 0.9990395 1.        1.        1.        1.        0.9999839
 1.        1.        1.        1.        1.        1.        0.9999943
 1.        1.        0.998914  1.        1.        1.        1.
 1.        1.        0.9999999 1.        1.        1.        1.
 1.        1.        1.        1.       ]",[1 0 0 0 2 1 1 0 2 1 0 2 2 0 1 2 1 1 2 2 0 2 1 1 2 2 0 1 1 1 2 2]
16,0.0004411563277244568,0.9375,"[0.9663432  1.         1.         1.         0.6363756  1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 0.9999999  1.         1.         1.         1.         0.99998593
 0.99956614 1.         0.999998   1.         0.9999994  0.9827335
 1.         1.        ]",[0 1 0 1 0 2 1 2 2 0 1 1 1 0 2 2 2 1 0 2 2 2 1 1 0 2 1 2 1 1 2 0]
17,0.0004385262727737427,0.96875,"[0.99999917 1.         1.         0.9999999  1.         0.99997103
 1.         0.9999466  1.         1.         0.9997645  0.99999964
 0.9999999  1.         1.         1.         0.9988757  0.99999976
 1.         1.         1.         1.         1.         1.
 0.99995124 1.         0.9999995  0.99999785 0.9999814  0.9999999
 1.         1.        ]",[1 2 1 1 2 1 1 1 2 2 1 1 0 2 2 0 1 0 2 2 1 2 2 0 1 0 0 0 1 0 1 2]
18,0.0004373788833618164,1.0,"[1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         0.99999917 1.         1.         1.         1.
 1.         1.         1.         0.9999994  0.99999917 1.
 1.         1.         1.         0.99998844 1.         1.
 1.         0.9999982 ]",[1 1 1 1 2 1 1 1 2 2 0 1 2 1 1 0 0 0 0 2 1 0 1 1 1 2 1 1 1 0 2 0]
19,0.00043911486864089966,0.9375,"[1.         1.         1.         1.         0.99998856 1.
 1.         0.9993813  1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         0.9999995  1.         1.         1.
 0.99999    1.        ]",[2 1 0 0 1 2 2 0 1 1 0 0 0 1 2 1 1 1 2 2 0 1 1 0 1 1 0 1 1 0 1 1]
20,0.0004400014877319336,0.96875,"[0.99999106 0.99999774 1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 0.99999714 0.9999989  1.         0.99999976 1.         1.
 0.9999999  1.         1.         1.         1.         1.
 1.         0.9999999 ]",[0 0 2 2 2 1 2 1 2 0 1 1 1 1 0 2 1 2 0 1 1 0 1 1 0 1 0 2 2 2 0 1]
21,0.000439375638961792,1.0,"[1.         1.         1.         1.         0.99999666 1.
 1.         1.         1.         0.9999999  1.         1.
 0.9999999  1.         1.         1.         1.         1.
 0.9999918  0.9999993  1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.        ]",[1 1 2 2 1 1 2 2 0 0 2 1 1 1 0 0 0 2 1 0 2 1 2 2 1 1 1 1 1 1 2 2]
22,0.00046118348836898804,0.96875,"[0.9999876  1.         1.         1.         1.         1.
 0.9999999  0.98878306 1.         1.         1.         1.
 1.         1.         0.6363756  0.99999964 1.         1.
 1.         1.         1.         1.         0.9999995  1.
 1.         1.         1.         1.         1.         1.
 1.         1.        ]",[1 2 0 2 2 1 1 1 1 2 1 0 1 2 0 0 0 2 2 2 1 1 0 1 0 0 2 2 1 2 2 2]
