,Itr0_time,Itr0_acc,Itr0_conf,Itr0_aclabel
0,0.07235851138830185,0.28125,"[0.7810644  0.4012716  0.3039387  0.43779936 0.7497016  0.40479484
 0.30003056 0.47039065 0.5304074  0.5413992  0.5742096  0.81654346
 0.40875885 0.48619145 0.6864313  0.9988304  0.618701   0.87162167
 0.64507383 0.40676078 0.30157098 0.992353   0.97213066 0.47230995
 0.5457652  0.5627003  0.27631578 0.46698585 0.48854473 0.29340255
 0.493179   0.9549817 ]",[8 9 7 3 1 3 3 3 4 4 2 3 3 8 1 7 7 0 7 4 5 1 4 2 4 3 9 9 4 9 9 1]
1,7.177144289016724e-05,0.40625,"[0.6209656  0.8817398  0.4763004  0.8302095  0.58356863 0.39820915
 0.63245845 0.5686319  0.9340539  0.64069945 0.5378437  0.47369543
 0.9999958  0.62988335 0.662204   0.92613065 0.9986125  0.54423463
 0.9727806  0.8321396  0.9613559  0.7096785  0.2505474  0.21010377
 0.49062154 0.6310435  0.7046454  0.7702538  0.9860157  0.923486
 0.8516169  0.88899034]",[6 0 0 7 4 5 6 3 1 1 3 6 8 7 4 0 6 2 1 3 0 4 2 7 8 3 1 2 8 0 8 3]
2,6.838887929916382e-05,0.25,"[0.65768296 0.87886506 0.58907545 0.36058712 0.33546886 0.60412824
 0.7590583  0.9999981  0.7025463  0.50718266 0.49052987 0.5915593
 0.7155043  0.55142367 0.7428854  0.90661526 0.36035284 0.34226295
 0.52634054 0.27905464 0.44076034 0.9739609  0.6663151  0.586276
 0.36370072 0.30635032 0.34739372 0.856783   0.9996308  0.42646047
 0.5771025  0.80475533]",[6 1 9 4 5 9 5 0 7 2 0 0 4 2 6 6 5 5 2 8 1 7 3 1 4 5 6 5 1 4 7 0]
3,6.758421659469604e-05,0.46875,"[0.63796264 0.5788252  0.8804307  0.25098076 0.27242598 0.3203964
 0.31566593 0.6382857  0.9214734  0.2579635  0.5492769  0.5136563
 0.33874035 0.47503307 0.33077115 0.58397776 0.8243138  0.35035932
 0.6146255  0.7522048  0.31878838 0.37122014 0.76199    0.6004063
 0.970295   0.28766614 0.97874    0.9017506  0.43731847 0.6275075
 0.9288331  0.95013815]",[0 7 3 7 4 5 0 0 2 9 3 4 0 6 2 5 3 7 3 7 2 5 3 1 1 4 9 9 5 7 5 0]
4,6.80685043334961e-05,0.28125,"[0.80569625 0.33297452 0.48082083 0.2311299  0.9104929  0.48988503
 0.7608177  0.46024957 0.39791343 0.5130271  0.62379545 0.39957595
 0.35405666 0.8320361  0.5310881  0.585219   0.32560846 0.8834835
 0.97897196 0.65798223 0.50635916 0.45130578 0.25371474 0.41100767
 0.43054482 0.3647157  0.6129422  0.9887396  0.4756068  0.99759185
 0.37659323 0.29046506]",[0 3 9 4 0 3 4 9 2 4 3 0 6 4 5 6 6 7 8 4 8 8 3 2 8 0 2 5 6 8 7 8]
5,6.730109453201294e-05,0.40625,"[0.74241704 0.37100065 0.90802604 0.6492587  0.8657961  0.9879909
 0.37090832 0.49959317 0.4374631  0.88005954 0.3760735  0.87320125
 0.6581738  0.468341   0.826785   0.62665534 0.5625547  0.9224865
 0.34521583 0.86387676 0.40384746 0.9990079  0.9996215  0.816106
 0.67956936 0.91531307 0.48692322 0.5100677  0.48537433 0.57065785
 0.7988592  0.457308  ]",[3 7 6 8 9 1 6 4 9 3 9 0 9 6 3 6 0 7 3 8 0 0 0 6 6 6 9 2 5 4 4 6]
6,6.790459156036377e-05,0.28125,"[0.43950635 0.92978233 0.84001285 0.865171   0.7571001  0.44435126
 0.55391234 0.329457   0.539544   0.43228847 0.7393486  0.57934356
 0.98067915 0.63969094 0.5982611  0.8223454  0.58792466 0.4892079
 0.35771477 0.44034532 0.8286741  0.6159851  0.51204604 0.36367333
 0.63106316 0.90538293 0.8434586  0.46126267 0.38446772 0.4014655
 0.3787804  0.41801268]",[5 2 4 1 8 9 1 2 9 7 2 9 6 5 6 3 8 7 6 2 5 2 8 9 6 0 0 5 2 9 5 4]
7,6.671994924545288e-05,0.53125,"[0.9134495  0.63337713 0.502363   0.27289578 0.3904199  0.88648415
 0.45354348 0.5475056  0.4753052  0.5149674  0.651163   0.88802326
 0.6833678  0.45249757 0.3562352  0.7825413  0.4755404  0.4989199
 0.9842175  0.6602574  0.8331968  0.49139294 0.75831336 0.48788738
 0.9998808  0.67789334 0.3774898  0.9999503  0.6820163  0.36617845
 0.8566457  0.49902487]",[9 7 7 2 3 3 6 7 4 1 6 1 0 6 9 6 0 2 0 2 4 7 0 0 0 0 7 5 3 2 7 8]
8,6.593763828277588e-05,0.15625,"[0.4439968  0.3693557  0.8052631  0.6724975  0.37662488 0.44179374
 0.69505364 0.43204632 0.45518085 0.6256329  0.36887667 0.38470092
 0.57769513 0.47958335 0.5973067  0.2138496  0.65824103 0.51761955
 0.92775434 0.9830253  0.9014058  0.59878016 0.2688664  0.7491742
 0.78881    0.7738821  0.9999416  0.42674682 0.8153824  0.47788072
 0.77678275 0.37660095]",[7 5 1 6 0 5 9 9 4 5 9 4 8 3 3 2 5 1 9 5 5 8 1 8 9 7 0 6 3 2 0 2]
9,6.630271673202515e-05,0.40625,"[0.6220021  0.39330158 0.38870102 0.57319915 0.7133536  0.41313455
 0.45702386 0.5670525  0.99963593 0.89668006 0.2770461  0.9695369
 0.992335   0.56275725 0.655142   0.99428916 0.2880777  0.35958236
 0.43867865 0.9996717  0.63106567 0.45722264 0.4081512  0.67460716
 0.9956657  0.78938633 0.49930373 0.38757667 0.8735593  0.40238857
 0.5323863  0.6851236 ]",[8 9 7 5 4 0 8 4 0 9 3 4 8 9 6 9 2 6 1 4 7 3 5 3 8 5 0 2 1 6 4 3]
