,Itr0_time,Itr0_acc,Itr0_conf,Itr0_aclabel
0,0.045001789927482605,0.125,"[0.1382634  0.1353238  0.17012976 0.1918415  0.18780747 0.14776528
 0.12051696 0.15013382 0.12505025 0.12348932 0.11515865 0.14178427
 0.13297182 0.1340693  0.1547623  0.21018837 0.13547845 0.18029635
 0.16713911 0.1297804  0.12981956 0.15915985 0.13933282 0.11434089
 0.16572376 0.19048955 0.13078713 0.2020092  0.17385489 0.20236836
 0.13713664 0.13914128]",[8 9 7 3 1 3 3 3 4 4 2 3 3 8 1 7 7 0 7 4 5 1 4 2 4 3 9 9 4 9 9 1]
1,0.001251809298992157,0.125,"[0.13206388 0.10250191 0.20253853 0.12461623 0.15546578 0.18809885
 0.10295924 0.17988133 0.1526568  0.19886063 0.16016962 0.13226657
 0.17164731 0.19158334 0.13564932 0.15769656 0.1512902  0.10795014
 0.13665807 0.1724036  0.15013386 0.11120656 0.10653206 0.15519278
 0.1405583  0.13696888 0.1538519  0.15119682 0.1408516  0.1541603
 0.1500479  0.15146458]",[6 0 0 7 4 5 6 3 1 1 3 6 8 7 4 0 6 2 1 3 0 4 2 7 8 3 1 2 8 0 8 3]
2,4.217773675918579e-05,0.125,"[0.14825906 0.13258594 0.20849417 0.13055567 0.13703212 0.19684167
 0.14098682 0.1742147  0.15033683 0.21437424 0.10298873 0.13029762
 0.14726558 0.13334784 0.13466254 0.13357915 0.16735059 0.14567877
 0.14809327 0.10901225 0.17964454 0.17976874 0.15583687 0.1601509
 0.20446771 0.1506066  0.11685592 0.11863553 0.15280576 0.12490612
 0.10611726 0.17458048]",[6 1 9 4 5 9 5 0 7 2 0 0 4 2 6 6 5 5 2 8 1 7 3 1 4 5 6 5 1 4 7 0]
3,4.149973392486572e-05,0.0625,"[0.18268675 0.12452482 0.1330553  0.12231874 0.10231837 0.18441501
 0.13604501 0.11462416 0.12227517 0.14553091 0.12103538 0.13526708
 0.12209448 0.1753848  0.14328589 0.12939686 0.1334576  0.12037366
 0.11130892 0.16295043 0.1357956  0.11534555 0.12287522 0.15496989
 0.15612215 0.132976   0.12804128 0.12540123 0.17611264 0.16276638
 0.14202815 0.18181054]",[0 7 3 7 4 5 0 0 2 9 3 4 0 6 2 5 3 7 3 7 2 5 3 1 1 4 9 9 5 7 5 0]
4,4.124641418457031e-05,0.03125,"[0.20212352 0.12515438 0.13416246 0.13107744 0.14577311 0.13134633
 0.12960699 0.13195965 0.10552031 0.14141591 0.16594924 0.13380681
 0.1532401  0.16905953 0.13898323 0.11636685 0.10232839 0.17384805
 0.13920009 0.12562113 0.1103713  0.15669616 0.1185447  0.12192512
 0.11591568 0.14659576 0.13721606 0.11735168 0.10292605 0.14764786
 0.13399144 0.14164335]",[0 3 9 4 0 3 4 9 2 4 3 0 6 4 5 6 6 7 8 4 8 8 3 2 8 0 2 5 6 8 7 8]
5,4.0315091609954834e-05,0.03125,"[0.20224324 0.11179857 0.19971065 0.10238175 0.11372945 0.17663965
 0.11400934 0.1283077  0.196509   0.16766144 0.13477564 0.15022495
 0.1745654  0.11874497 0.10235696 0.1257208  0.14143324 0.16524915
 0.14741941 0.12417313 0.14586158 0.15249626 0.19800355 0.20232937
 0.10452264 0.14479063 0.1365887  0.12835623 0.15305468 0.14795877
 0.13534552 0.17650108]",[3 7 6 8 9 1 6 4 9 3 9 0 9 6 3 6 0 7 3 8 0 0 0 6 6 6 9 2 5 4 4 6]
6,4.079192876815796e-05,0.0625,"[0.1871322  0.1581618  0.16269587 0.15730792 0.18265411 0.18363878
 0.19534475 0.13863228 0.18173997 0.12394811 0.12752472 0.14306216
 0.14421506 0.12843147 0.20207974 0.12463422 0.12030009 0.10925375
 0.12823936 0.12167024 0.19942294 0.10762902 0.1461201  0.1394345
 0.11057823 0.15512024 0.16003175 0.12669696 0.16088961 0.13998681
 0.14096546 0.14316276]",[5 2 4 1 8 9 1 2 9 7 2 9 6 5 6 3 8 7 6 2 5 2 8 9 6 0 0 5 2 9 5 4]
7,4.0821731090545654e-05,0.0625,"[0.14796671 0.1409676  0.15793967 0.18786998 0.18429114 0.19140776
 0.15917154 0.13781847 0.12060291 0.15392348 0.16999851 0.1376829
 0.14759165 0.11089531 0.167326   0.13578972 0.16131844 0.13782214
 0.15713169 0.172764   0.12307897 0.12949565 0.1778392  0.199562
 0.15753387 0.15630434 0.18001036 0.17389795 0.19410595 0.12156653
 0.15544057 0.13683304]",[9 7 7 2 3 3 6 7 4 1 6 1 0 6 9 6 0 2 0 2 4 7 0 0 0 0 7 5 3 2 7 8]
8,4.0240585803985596e-05,0.09375,"[0.14702766 0.15720075 0.13975573 0.13053404 0.1264339  0.12220351
 0.13158338 0.10494258 0.127819   0.16665074 0.12745082 0.1348539
 0.13237709 0.1430848  0.15219398 0.1331603  0.13208087 0.12524457
 0.1377789  0.11262098 0.11850127 0.1755146  0.1660085  0.1614153
 0.17037201 0.11113615 0.15328272 0.12340243 0.11325278 0.11993839
 0.16958827 0.13832685]",[7 5 1 6 0 5 9 9 4 5 9 4 8 3 3 2 5 1 9 5 5 8 1 8 9 7 0 6 3 2 0 2]
9,3.964453935623169e-05,0.0625,"[0.11462729 0.1542646  0.16068187 0.17631477 0.11172564 0.14893165
 0.1596308  0.11950408 0.12022492 0.12871927 0.14309672 0.1381988
 0.12980358 0.10728565 0.1723053  0.12905234 0.12245588 0.12874345
 0.12917033 0.16959274 0.16665308 0.13228348 0.1501911  0.15505096
 0.1377327  0.17756334 0.17176002 0.13403755 0.14468493 0.10209662
 0.19246906 0.10359039]",[8 9 7 5 4 0 8 4 0 9 3 4 8 9 6 9 2 6 1 4 7 3 5 3 8 5 0 2 1 6 4 3]
