,Itr0_time,Itr0_acc,Itr0_conf,Itr0_aclabel
0,0.10860443115234375,0.0625,"[0.14096393 0.1245554  0.14209472 0.14951427 0.10983605 0.12545232
 0.12644015 0.1267713  0.17256981 0.16903122 0.14752376 0.1746575
 0.13951537 0.14251044 0.12533659 0.10440049]",[7 1 4 7 4 4 8 4 7 7 5 3 7 2 0 8]
1,7.113814353942871e-05,0.0,"[0.13844214 0.14205511 0.13289884 0.13436452 0.11053979 0.13269362
 0.1146538  0.12995517 0.15560377 0.1026398  0.15561406 0.13838755
 0.16027959 0.10305694 0.11451493 0.15027292]",[7 6 9 8 0 3 8 8 7 7 4 6 7 3 6 3]
2,6.818771362304688e-05,0.25,"[0.1502722  0.15854828 0.14071636 0.11588807 0.12323134 0.14955457
 0.15465087 0.12242407 0.11043389 0.13786538 0.15374126 0.17100552
 0.13056183 0.14179376 0.15512045 0.13856767]",[1 1 4 1 9 4 7 6 3 8 9 0 1 3 6 3]
3,6.403028964996338e-05,0.0,"[0.15317036 0.11797509 0.15247752 0.11287976 0.1788172  0.12299068
 0.14381473 0.20212352 0.1770032  0.15203512 0.2028204  0.15021585
 0.15339898 0.10754657 0.1487747  0.13360083]",[7 9 7 4 5 9 8 0 7 9 8 2 7 6 9 4]
4,6.347894668579102e-05,0.125,"[0.12902758 0.14861868 0.11616629 0.11959117 0.12451246 0.15824467
 0.15019824 0.12407523 0.13637339 0.14351794 0.13992023 0.14015202
 0.12611847 0.12501812 0.12651841 0.15187533]",[8 7 2 0 6 8 1 4 3 7 0 6 1 8 5 7]
5,6.726384162902832e-05,0.0625,"[0.12090164 0.11529518 0.11981221 0.10249029 0.1413435  0.11957049
 0.12261958 0.15388925 0.14783368 0.13754638 0.13922316 0.14496581
 0.13205394 0.12963068 0.19767998 0.14347275]",[4 6 9 0 9 5 6 6 6 2 9 0 1 7 6 7]
6,6.38812780380249e-05,0.0625,"[0.12031461 0.13631496 0.1527699  0.18048148 0.10437069 0.1218931
 0.15173416 0.1589029  0.15735503 0.10240501 0.13968319 0.16365893
 0.15146522 0.11290666 0.12511428 0.21446985]",[6 2 1 2 3 7 2 6 8 8 0 2 9 3 3 8]
7,6.362795829772949e-05,0.1875,"[0.16735059 0.14567882 0.14809322 0.10901221 0.17964448 0.17976868
 0.15583673 0.16015095 0.20446758 0.15060651 0.11685591 0.11863553
 0.15280569 0.12490612 0.10611731 0.1745804 ]",[5 5 2 8 1 7 3 1 4 5 6 5 1 4 7 0]
8,6.648898124694824e-05,0.125,"[0.16153067 0.18485707 0.11489899 0.14328781 0.13514373 0.16981511
 0.12467029 0.20186394 0.13080505 0.15488192 0.14237128 0.20231506
 0.12267412 0.14366074 0.14538723 0.13316728]",[9 0 5 8 6 1 8 6 1 4 2 6 2 7 2 2]
9,6.35683536529541e-05,0.0625,"[0.11630777 0.14560956 0.11891015 0.12963486 0.13337766 0.11940111
 0.1302817  0.12632336 0.18533184 0.18721022 0.15730211 0.11142754
 0.15052664 0.13824935 0.12038729 0.11825196]",[7 9 1 2 6 9 3 4 6 0 0 6 6 6 3 2]
10,6.395578384399414e-05,0.0625,"[0.15383416 0.18692319 0.12498629 0.17257641 0.12448482 0.13362253
 0.20244433 0.1153501  0.16676058 0.11942839 0.1312351  0.11299866
 0.20533901 0.12440138 0.10588793 0.1185523 ]",[6 3 2 0 3 1 0 5 9 6 4 8 9 6 9 6]
11,6.583333015441895e-05,0.0,"[0.12655164 0.14377868 0.14793557 0.13530402 0.11734185 0.1656527
 0.14069311 0.12843862 0.16418983 0.14588574 0.15280677 0.15427992
 0.13409938 0.1643661  0.15226488 0.1593657 ]",[7 7 4 4 3 3 4 5 2 4 3 7 8 4 4 4]
