,Itr0_time,Itr0_acc,Itr0_conf,Itr0_aclabel
0,0.4421479105949402,0.25,[0.1213068  0.10313486 0.10294909 0.1113667 ],[5 4 7 6]
1,0.0002675056457519531,0.5,[0.10294909 0.13351622 0.11013083 0.10294909],[5 5 2 7]
2,0.0002421736717224121,0.0,[0.10294909 0.10784099 0.10294909 0.10294909],[7 2 0 8]
3,0.000245511531829834,0.25,[0.11297126 0.10294909 0.10716724 0.15969393],[2 2 7 4]
4,0.0002415180206298828,0.25,[0.1028285  0.10775109 0.10303324 0.10492931],[3 6 3 1]
5,0.00025260448455810547,0.0,[0.11187843 0.10294909 0.11702247 0.10294909],[2 0 4 1]
6,0.00024014711380004883,0.75,[0.10294909 0.10294909 0.10486584 0.10350968],[6 7 7 6]
7,0.0002410411834716797,0.0,[0.10294909 0.10294909 0.11015672 0.10294909],[2 5 6 0]
8,0.0002447962760925293,0.0,[0.11154024 0.10294909 0.13481648 0.17357263],[3 4 9 4]
9,0.0002390146255493164,0.25,[0.10294909 0.10294909 0.10335582 0.11513866],[5 4 6 1]
10,0.00024455785751342773,0.25,[0.10294909 0.10389411 0.10294909 0.19945438],[8 2 0 5]
11,0.00024402141571044922,0.0,[0.10294909 0.11589057 0.10618962 0.10294909],[7 1 4 5]
12,0.00024139881134033203,0.0,[0.11133947 0.10294909 0.33943063 0.10396976],[8 2 4 2]
13,0.0002474784851074219,0.25,[0.11922516 0.10816234 0.10294909 0.10294909],[2 0 2 8]
14,0.00024956464767456055,0.0,[0.12178575 0.2511185  0.10294909 0.10306627],[5 6 8 0]
15,0.00025534629821777344,0.5,[0.10294909 0.11252981 0.10339083 0.10294909],[6 7 9 0]
16,0.00024521350860595703,0.5,[0.103958   0.10620387 0.27037513 0.10338846],[7 6 5 4]
17,0.00023925304412841797,0.0,[0.10294909 0.10358374 0.10368267 0.10643107],[4 9 7 1]
18,0.00024235248565673828,0.0,[0.10294909 0.10294909 0.10379151 0.10294909],[9 4 8 3]
19,0.00023746490478515625,0.25,[0.10386785 0.10649498 0.1053972  0.11844037],[8 4 4 5]
20,0.00024384260177612305,0.5,[0.11982311 0.10371289 0.10412565 0.10298184],[6 6 7 0]
21,0.0002421736717224121,0.0,[0.10294909 0.10982317 0.10294909 0.10362929],[8 8 0 9]
22,0.0002377629280090332,0.0,[0.10322072 0.10779111 0.10321687 0.10294909],[2 4 9 2]
23,0.0002491474151611328,0.25,[0.10294909 0.11148446 0.12651299 0.10661011],[3 6 7 6]
24,0.00023543834686279297,0.0,[0.12104104 0.10294909 0.11957916 0.11571821],[7 8 2 0]
25,0.00024443864822387695,0.0,[0.10294909 0.10294909 0.10294909 0.10992696],[9 5 8 3]
26,0.000240325927734375,0.25,[0.10294909 0.10294909 0.10626759 0.13747208],[5 7 4 5]
27,0.00023859739303588867,0.0,[0.1847863  0.1029411  0.10294909 0.10294909],[1 7 2 0]
28,0.0002446174621582031,0.0,[0.10294909 0.10294909 0.10528049 0.10695573],[2 1 3 7]
29,0.00024515390396118164,0.0,[0.1029576  0.10766965 0.10686509 0.10294909],[8 2 7 7]
30,0.0002371668815612793,0.0,[0.10294909 0.10294909 0.11050971 0.1033469 ],[8 1 2 4]
31,0.00023692846298217773,0.0,[0.10290764 0.10294909 0.10336246 0.10999867],[9 1 5 7]
32,0.00024247169494628906,0.0,[0.10294909 0.10294909 0.11086387 0.10321273],[8 1 4 7]
33,0.00024402141571044922,0.0,[0.10598535 0.10299306 0.11334831 0.10309452],[4 8 4 0]
34,0.00024181604385375977,0.0,[0.10294909 0.10294909 0.10294909 0.10757032],[8 0 8 2]
35,0.00023669004440307617,0.0,[0.37597343 0.10294909 0.14690308 0.10294909],[6 9 3 8]
36,0.0002359151840209961,0.0,[0.10294909 0.10336208 0.10235346 0.10522687],[5 1 5 8]
37,0.0002409815788269043,0.0,[0.10271864 0.10294909 0.10941851 0.10848032],[7 7 5 2]
38,0.00024378299713134766,0.5,[0.13823897 0.10799572 0.11215118 0.11468018],[3 6 3 6]
39,0.00024145841598510742,0.25,[0.10880429 0.10294909 0.10294909 0.10355458],[6 0 8 5]
40,0.00023609399795532227,0.25,[0.10380563 0.13345756 0.12571625 0.10294909],[1 7 2 8]
41,0.00024324655532836914,0.0,[0.10460043 0.10294909 0.10294909 0.10294909],[9 0 7 4]
42,0.00023794174194335938,0.0,[0.10294909 0.10294909 0.10855365 0.5955805 ],[9 1 6 4]
43,0.00023859739303588867,0.0,[0.10307007 0.10294909 0.10430517 0.10294909],[0 7 4 1]
44,0.0002371072769165039,0.5,[0.13544711 0.15640987 0.10294909 0.10870486],[7 3 9 4]
45,0.00023615360260009766,0.0,[0.10595682 0.10826096 0.10300282 0.10305491],[4 4 3 9]
46,0.0002516508102416992,0.0,[0.11266629 0.10309806 0.15398636 0.10294909],[9 4 1 3]
47,0.00023609399795532227,0.0,[0.10294909 0.19502988 0.10930646 0.1032099 ],[8 7 4 4]
48,0.00023633241653442383,0.0,[0.10428751 0.12467953 0.10294909 0.10294909],[3 2 5 3]
49,0.00023889541625976562,0.25,[0.11947996 0.10635894 0.10610098 0.10417245],[9 7 7 6]
50,0.00023823976516723633,0.0,[0.10294909 0.10294909 0.10294909 0.15399677],[9 4 5 2]
51,0.00024902820587158203,0.0,[0.10440277 0.10611066 0.10294909 0.12514077],[2 5 2 8]
52,0.0002365708351135254,0.0,[0.11371166 0.10423892 0.10294909 0.10294909],[4 2 9 3]
53,0.00024020671844482422,0.0,[0.10294909 0.10294909 0.10548279 0.10673236],[0 2 2 7]
54,0.00023943185806274414,0.0,[0.10294909 0.10294909 0.10294909 0.10916168],[2 8 9 5]
55,0.0002504587173461914,0.25,[0.11122768 0.10294909 0.11241858 0.10392895],[6 9 6 2]
56,0.0002446770668029785,0.0,[0.1056897  0.10294909 0.10294909 0.1097886 ],[3 7 0 4]
57,0.0002428889274597168,0.0,[0.10294909 0.10516411 0.10294909 0.10294909],[9 4 7 9]
58,0.00023889541625976562,0.0,[0.10294909 0.10666417 0.17905413 0.10294909],[8 9 0 0]
59,0.0002428293228149414,0.0,[0.10294909 0.10760828 0.10294909 0.10294909],[2 2 7 1]
60,0.00024086236953735352,0.0,[0.10294909 0.10639702 0.10294909 0.15243682],[5 2 4 2]
61,0.0002498626708984375,0.0,[0.12538621 0.10294909 0.11379242 0.11231955],[3 0 7 4]
62,0.00023853778839111328,0.25,[0.11436558 0.10413669 0.10294909 0.10972358],[5 6 0 2]
63,0.00023627281188964844,0.0,[0.10309123 0.10294909 0.10294909 0.10294909],[8 8 0 3]
64,0.00025022029876708984,0.0,[0.10294909 0.10294909 0.522825   0.11590144],[0 7 1 3]
65,0.00023543834686279297,0.25,[0.11712532 0.10306752 0.10294909 0.10294909],[7 0 1 6]
66,0.00024396181106567383,0.0,[0.11299108 0.10294909 0.11098845 0.10294909],[4 0 4 8]
67,0.00023627281188964844,0.25,[0.10294909 0.11678801 0.16307761 0.10294909],[0 9 3 6]
