,Itr0_time,Itr0_acc,Itr0_conf,Itr0_aclabel
0,0.05519009381532669,0.46875,"[0.7832436  0.3484253  0.5359326  0.3953147  0.80225927 0.73317784
 0.9805346  0.79642195 0.45097274 0.45230305 0.55343074 0.63819516
 0.50295895 0.4374404  0.25641766 0.84184605 0.74760586 0.8463726
 0.38414478 0.59949064 0.21813111 0.5625776  0.46523327 0.51134294
 0.39616656 0.5354224  0.8393287  0.63685113 0.9198607  0.8038266
 0.36433378 0.54218465]",[1 4 1 3 2 7 0 7 9 7 6 6 2 5 9 2 9 1 2 2 6 8 2 1 3 6 6 0 1 2 7 0]
1,0.0022336021065711975,0.3125,"[0.81107885 0.86906093 0.97102475 0.40397838 0.2577114  0.34081054
 0.7799975  0.96415937 0.44006878 0.58938265 0.3578245  0.47479147
 0.44605318 0.26637307 0.7755365  0.27415106 0.40620914 0.73267114
 0.9983034  0.9998839  0.38437057 0.99741864 0.47463974 0.9302633
 0.37620974 0.56970966 0.97872764 0.54522043 0.4960688  0.3028641
 0.41448173 0.6433639 ]",[2 0 4 4 8 6 4 0 2 5 4 1 2 5 4 6 9 5 0 5 2 0 8 2 6 4 7 9 5 7 2 6]
2,8.975714445114136e-05,0.53125,"[0.9130267  0.28297523 0.4903994  0.89419013 0.44612762 0.6909825
 0.40101713 0.92360467 0.8301746  0.39764535 0.78369606 0.27294666
 0.4375934  0.7148833  0.38222778 0.5159141  0.542845   0.8038023
 0.8392424  0.19686654 0.9990042  0.3051506  0.99083006 0.64317673
 0.46410027 0.9955682  0.97980475 0.84479326 0.6089956  0.260579
 0.64199555 0.31430206]",[7 1 7 4 3 3 4 0 4 2 7 0 2 2 6 6 2 5 2 6 0 6 1 2 9 0 0 1 5 5 1 6]
3,8.596479892730713e-05,0.1875,"[0.5307664  0.69452405 0.42059046 0.38502657 0.5268566  0.329076
 0.9244231  0.57552385 0.44043714 0.301872   0.38818792 0.7453385
 0.47141847 0.22796315 0.3124684  0.3846163  0.6291253  0.40022013
 0.9520847  0.33728006 0.52932113 0.4847804  0.48769537 0.26492286
 0.69856673 0.5498567  0.9910998  0.55048835 0.8425229  0.7353442
 0.41631523 0.69250876]",[9 9 3 6 4 4 8 8 1 7 3 0 6 2 4 8 2 2 9 2 2 9 7 4 1 9 1 4 3 5 3 8]
4,8.629262447357178e-05,0.34375,"[0.98181045 0.57292956 0.543501   0.4585775  0.39309296 0.5209507
 0.48231575 0.8942375  0.5621545  0.53290266 0.45065948 0.9715475
 0.26557818 0.57276285 0.7042374  0.8863204  0.8987181  0.53301454
 0.31818894 0.4277567  0.50738573 0.2674643  0.9373976  0.300816
 0.9254909  0.4496362  0.49163496 0.3445609  0.5868449  0.990095
 0.503303   0.27644077]",[7 2 0 9 4 7 1 7 6 4 4 8 9 0 7 1 2 4 0 3 7 5 1 9 3 5 2 4 1 1 3 3]
5,8.472055196762085e-05,0.40625,"[0.29926044 0.52884674 0.7930053  0.91994774 0.824965   0.5370154
 0.56109405 0.9926495  0.97172415 0.4067398  0.35999966 0.25017223
 0.9879511  0.59774446 0.36402062 0.4509792  0.3136824  0.5178098
 0.43664667 0.367509   0.2760067  0.32654607 0.8565056  0.66653967
 0.35342073 0.20558468 0.40990663 0.32244524 0.455304   0.42779094
 0.5138246  0.8411315 ]",[4 5 9 2 4 1 9 5 4 6 5 6 0 9 3 9 7 6 9 8 0 3 8 8 7 7 4 6 7 3 6 3]
6,8.67992639541626e-05,0.25,"[0.882487   0.9687064  0.25450605 0.47156423 0.4618538  0.869738
 0.8022722  0.9358486  0.99198395 0.8742176  0.6886887  0.7305972
 0.34295788 0.38594455 0.5775044  0.52808124 0.67897695 0.2456754
 0.58593667 0.51002973 0.5264933  0.9977562  0.6328457  0.3612311
 0.38915566 0.5606807  0.5744402  0.62363726 0.70123184 0.3060769
 0.597576   0.37396124]",[0 2 3 8 9 2 8 9 5 7 9 1 4 6 2 8 4 4 8 9 3 1 1 6 5 8 4 6 4 5 2 6]
7,8.72686505317688e-05,0.375,"[0.43758756 0.51943445 0.79610556 0.6413794  0.46300194 0.33314037
 0.47666433 0.26805907 0.50237316 0.9816196  0.56935924 0.56412387
 0.28627127 0.37791166 0.6028803  0.64302194 0.26311922 0.6584886
 0.34041783 0.5446353  0.6633057  0.48866704 0.4648114  0.87224686
 0.89949185 0.8486073  0.9459016  0.7543211  0.68767035 0.7003297
 0.60773164 0.28703955]",[1 8 5 8 6 6 3 4 0 2 3 2 6 1 8 2 1 3 6 2 2 3 3 5 0 2 1 2 8 0 8 2]
8,8.793175220489502e-05,0.3125,"[0.23422863 0.2137859  0.39842793 0.92294407 0.39074314 0.916573
 0.99551374 0.44207928 0.9538218  0.8253619  0.4370079  0.73473823
 0.9999982  0.2932688  0.72426015 0.96463877 0.43416375 0.76168877
 0.5657203  0.2727321  0.4973863  0.7225001  0.56517124 0.8557026
 0.70408756 0.47276634 0.26804614 0.29663998 0.656316   0.68326175
 0.23651594 0.44837108]",[5 4 3 7 9 8 1 2 2 8 9 3 0 8 4 0 2 0 1 4 1 8 5 5 7 9 8 3 7 9 1 5]
9,8.632242679595947e-05,0.09375,"[0.97769356 0.35109213 0.45512602 0.4047087  0.3817729  0.31207412
 0.7803892  0.35494682 0.9962578  0.6593732  0.91172415 0.8878407
 0.409199   0.5902536  0.72171605 0.7403043  0.9958513  0.2600886
 0.7110862  0.5518468  0.5448208  0.6792037  0.6796844  0.8211114
 0.6952367  0.52161723 0.6195728  0.5702234  0.6567119  0.99021614
 0.2642562  0.29072186]",[1 1 2 2 2 5 9 1 2 6 1 2 1 8 9 2 3 1 9 9 4 4 5 5 0 3 3 7 1 7 7 9]
